mean,std,rms,median,p2p,zcr,skew,kurtosis,iqr,spec_centroid,spec_peak_freq,band_power_low,band_power_mid,band_power_high,subject_id,activity,height_cm,weight_kg
-3.391612103866827e-17,0.9504487173814662,0.9504050938029059,-0.0028950943093163563,8.455820525438002,0.2612687046727256,0.03635303294583109,0.8140464180571447,1.1417147187322856,1074.8822936458596,53.18967864931615,0.0,0.0,0.0,S01,walk,175,70
-1.8264203250971088e-17,0.9884867445127695,0.9884413709044046,-0.017123755055337142,22.584556610441982,0.2560594932060228,1.1577992485481128,17.513083143496928,1.1417147187322856,1041.5431831498263,53.18967864931615,0.0,0.0,0.0,S01,walk,175,70
-5.2183437859917395e-18,0.9887674547998393,0.9887220683062854,0.005692636045211006,20.65791210920948,0.24302240176276166,-0.6367168688321077,9.642750925152619,1.1417147187322856,1032.3118423049832,53.18967864931615,0.0,0.0,0.0,S01,walk,175,70
5.2183437859917395e-18,1.0051838618513373,1.0051377218103752,-0.004055050517004673,22.655909213503875,0.25073448402497245,1.2820639239916987,17.687058747728155,1.1773932123554918,980.72852437658,53.18967864931615,0.0,0.0,0.0,S01,walk,175,70
0.0,1.0710558056961799,1.071006646508285,0.002456336519670554,35.21479304048162,0.24759019553841916,1.3857177491323802,37.42449908674854,1.177393212355492,997.0492876762368,53.18967864931615,0.0,0.0,0.0,S01,walk,175,70
3.913757839493805e-18,0.9621611086861631,0.962116943479526,0.010225741233913514,9.419142776054256,0.24182886522218142,0.04800331760266685,1.011072121719062,1.177393212355492,1001.6800896289876,53.18967864931615,0.0,0.0,0.0,S01,walk,175,70
9.132101625485544e-18,1.1275300968423416,1.127478340853384,0.0219548474326227,36.49921296533769,0.24495042232831435,0.8910779647074627,47.731156046412,1.1417147187322856,855.9628031605135,53.18967864931615,0.0,0.0,0.0,S01,walk,175,70
-5.2183437859917395e-18,1.0226062500801627,1.0225593103151531,0.002181461923910148,22.762949078558016,0.2440323172970988,-1.5081287958712157,21.678788179160843,1.1417147187322856,1031.675130066482,53.18967864931615,0.0,0.0,0.0,S01,walk,175,70
-3.5872820329360665e-18,0.9454301470592071,0.9453867538223716,-0.012045680511616029,8.634212993554035,0.23354447810520518,0.07749459579012771,0.7374206458955577,1.1417147187322856,1028.8650417147783,53.18967864931615,0.0,0.0,0.0,S01,walk,175,70
-1.3045859464979347e-17,0.9754330257862517,0.9753882513708699,0.011621027812925459,22.62023656546003,0.24559309585016526,1.1753809369295498,18.729187763322724,1.106036225109079,1050.8693119638056,53.18967864931615,0.0,0.0,0.0,S01,walk,175,70
3.131006271595044e-17,0.9917456447700994,0.9917001215713988,-0.0110315973198298,22.94134154667405,0.24880646345941976,-1.1463044932326356,16.930022275659848,1.106036225109079,1013.51809357111,53.18967864931615,0.0,0.0,0.0,S01,walk,175,70
1.8914759810026534e-17,1.1644271163936546,1.1643736716608029,-0.024757724378835035,37.642159290606884,0.24355090425043607,-0.26734671242024205,44.33079611474059,1.1774666853163338,909.838732298203,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
6.522929732489674e-19,1.026284840512171,1.026237731892169,-0.011849555970595756,21.709561791960223,0.23448402497245685,0.43483776291069026,6.348624109203698,1.2142624250351348,1018.7739213280158,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
2.478713298346076e-17,0.9677055817251003,0.9676611620155582,-0.012744665545500728,8.757413181906976,0.2361366140286449,0.051698323013969746,0.8756374868655419,1.1406709455975332,1007.4682251912369,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
-1.3045859464979347e-17,0.9835412692274014,0.9834961226266924,-0.011629985440392772,10.082061318941154,0.24770473742196109,0.10116710870812624,1.0826556064528612,1.1406709455975332,1048.3763953817133,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
-2.73937900696936e-17,0.9820367662057632,0.9819916928028155,-0.01819500538617551,10.413221469253003,0.23868539428991095,0.053670036539694994,1.1806778924316292,1.2050634901054345,992.2852146477258,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
-2.6091718929958698e-18,0.9947710556736042,0.9947253936022175,0.012923960806221785,9.272544495026041,0.2384318766066838,-0.07224785351459667,1.144862907289383,1.1774666853163338,1041.2028498998745,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
1.0436687571983479e-17,0.9855430432718733,0.9854978047855503,0.01510950791193932,10.155648276906685,0.24779654792508263,0.023571159581261006,1.1033747070914028,1.1774666853163338,1039.9707116620925,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
1.9568789197469022e-17,0.9813246696068637,0.9812796247527118,-0.02476338644624393,10.965157565035014,0.23558575100991552,0.1554383717686707,1.4082429836739943,1.1774666853163338,996.1574284545836,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
1.2392428841051866e-17,0.9641972848111084,0.9641530302024879,-0.01778631255266493,9.309349277688986,0.24263288350316717,0.05317006587668267,0.8736296494660163,1.1774666853163338,1017.4579193989613,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
1.565503135797522e-17,0.9694240679836759,0.9693795693920211,-0.008248664592336974,9.309341741902198,0.22695556371648917,0.0020083226599982014,0.9503685777624633,1.1774666853163338,986.652406462739,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
2.1525668117215923e-17,0.9786491898644009,0.9786042678203634,-0.007052882361602132,9.272552030812829,0.23760558207858978,0.06101024050553438,1.152693776954389,1.1406709455975332,1028.6634190488248,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
6.522330968974667e-18,1.059612357069807,1.0595637231119124,0.005949081497616533,24.218653254704854,0.25511796566602407,-0.6562597488277939,9.77828508649408,1.1876055466742736,1135.422415797258,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
3.131006271595044e-17,1.0085358947820702,1.0084896008757878,-0.021672261628175992,18.789644744948426,0.2656077855306647,-0.43020145276950433,6.07417633014154,1.1876055466742739,1179.6718241713938,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
7.82751567898761e-18,0.9912449040126156,0.9911994037989627,0.005388934760033246,11.83363068324583,0.26184355490268085,-0.020963022665958057,1.49673010235413,1.1876055466742739,1183.211134386348,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
3.913757839493805e-18,1.010244652962314,1.0101982806204584,-0.01644685748430689,20.7831057532829,0.25670216672787366,-0.5156180485526145,8.425143081776291,1.2300199063914534,1188.1555059193893,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
2.73937900696936e-17,0.9967043789764283,0.9966586323611901,-0.00386973057918822,12.554686959514234,0.2760488387037547,-0.15212770928995767,2.2388706057350563,1.1876046780259628,1226.486586253311,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
-1.761191027772212e-17,0.994131584130952,0.994085951412646,-0.018849315844093883,9.161529495656751,0.26680132207124496,0.10048580863539493,0.8673948802837796,1.2300199063914534,1186.6939259943144,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
5.870636759240706e-18,0.976735107715591,0.9766902735319262,-0.017809661206855093,10.34912809314454,0.2699228791773779,0.055974817005775224,1.3845201897316723,1.1451903183087833,1227.5962878862374,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
-1.6307324331224184e-17,0.9985257548499801,0.9984799204300505,-0.029486983716623366,9.88257708544205,0.25679397723099523,0.06560939459569626,1.0252483244647044,1.2300199063914534,1175.9567503791004,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
-3.9133985813848e-18,0.9802028888604458,0.9801578996285754,-0.02895867252964498,9.11911339864295,0.26071789222436426,0.1809490952260476,1.0852388167075429,1.1876055466742739,1168.1943479831582,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
1.6307324331224184e-17,0.9874628746344225,0.9874175480238258,-0.02479111457650995,11.791214586232027,0.26643408005875874,0.19382957223533442,1.5361170727961113,1.1451903183087833,1200.0912423713528,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
-7.82751567898761e-18,0.9960856853328984,0.9960399629172616,-0.007736586937651687,11.15500787695744,0.25762027175908925,0.06483211990566086,1.3519467898288582,1.1876046780259628,1178.576586545463,53.18967864931615,0.0,0.0,0.0,S01,run,175,70
-1.3044661937949333e-18,1.0237973705511334,1.0237503804250936,-0.00851290734268443,16.694050645018976,0.2941338474249518,0.4051819696865704,4.951427498680871,1.0946908873740413,1470.5363812325093,53.18967864931615,0.0,0.0,0.0,S01,jump,175,70
5.2183437859917395e-18,0.9877599472475425,0.9877146070006917,0.006700770419141546,11.33786904706491,0.2951707675358061,0.24468234622559576,2.5124857163329573,1.0946908873740413,1535.0441186803403,53.18967864931615,0.0,0.0,0.0,S01,jump,175,70
-1.3045859464979347e-17,0.9994006094705543,0.9993547348929684,-0.012802655062537173,12.315277487260996,0.29379360998898274,0.18273191925303736,2.6900761246506875,1.1337869047064908,1526.336293245137,53.18967864931615,0.0,0.0,0.0,S01,jump,175,70
9.132101625485544e-18,1.001484133131931,1.0014381629162528,-0.004755893694138819,11.572454759321424,0.3046272493573265,0.17169307888940463,2.6386319665543514,1.0946908873740413,1533.795436838178,53.18967864931615,0.0,0.0,0.0,S01,jump,175,70
5.8700978720771996e-18,0.9980274883568493,0.9979816810136992,-0.014452335460495357,11.533357140612004,0.29193059763150647,0.15721587601884054,2.5249986879517436,1.1337869047064908,1501.8420941157858,53.18967864931615,0.0,0.0,0.0,S01,jump,175,70
-1.6307324331224184e-18,0.9951437576405948,0.9950980784614084,-0.0038729685334308837,11.142396967287509,0.296639735585751,0.16347879224868453,2.6137362271911098,1.0946908873740413,1530.7596741217972,53.18967864931615,0.0,0.0,0.0,S01,jump,175,70
5.2183437859917395e-18,1.0058061275315853,1.0057599589273272,-0.03233100516892711,13.761833331315566,0.29553800954829235,0.2998713800892198,3.033179320022106,1.1337869047064908,1573.1802122522201,53.18967864931615,0.0,0.0,0.0,S01,jump,175,70
-5.870636759240706e-18,0.9952241322169043,0.9951784493483569,-0.0018486803801091856,11.650641989855416,0.2919573999265516,0.1551610041821015,2.3679997973539972,1.0946908873740413,1565.3101907304003,53.18967864931615,0.0,0.0,0.0,S01,jump,175,70
7.8267971627696e-18,0.9895799345659821,0.989534514947619,-0.018504039415642118,11.376974672659175,0.2941338474249518,0.21563091241504537,2.612356018444828,1.1337869047064908,1529.988645057422,53.18967864931615,0.0,0.0,0.0,S01,jump,175,70
1.6959617304473152e-17,1.0052580236324415,1.0052118801872985,-0.005771616726308335,11.10329934857809,0.3059125964010283,0.19343698706112977,2.7328782601687553,1.0946908873740413,1568.1373942771183,53.18967864931615,0.0,0.0,0.0,S01,jump,175,70
-1.1741273518481412e-17,1.0130486307174946,1.0130021296671974,-0.005441407289690907,12.74533527929491,0.2883767903048109,0.1077389220071695,2.6042520835016676,1.1337877053949756,1544.984355976676,53.18967864931615,0.0,0.0,0.0,S01,jump,175,70
2.05453425522702e-17,1.0229862470017919,1.0229392941046014,0.06095372295616294,6.151749150590413,0.5253832736619848,-0.06834455139218733,-1.4492944068888545,2.0271827335189805,2799.3374775630587,53.18967864931615,0.0,0.0,0.0,S01,jump,175,70
3.946372488156253e-17,1.04368701307117,1.043639105655062,0.0609939271457556,8.038529984042453,0.4981637899375689,-0.07622670251373882,-1.3128110399640662,2.079835243303428,2677.984531537819,63.82761437917938,0.0,0.0,0.0,S01,jump,175,70
3.9137578394938043e-17,1.050121847526058,1.0500736447375942,0.04496606449505416,8.977526101668836,0.4908189496878443,-0.05559763988025267,-1.2088188571606706,2.0271827335189805,2588.1345122409593,21.27587145972646,0.0,0.0,0.0,S01,jump,175,70
1.2719712978354865e-17,1.0128061434039077,1.0127596534842853,0.06216855242931765,6.230738698823156,0.5005508630187293,-0.08130255434569399,-1.4054644721448049,1.992078663983555,2689.3251624798295,53.18967864931615,0.0,0.0,0.0,S01,jump,175,70
-1.0435729550359467e-17,0.9866444519399811,0.9865991670540392,0.08495828557070374,7.046856195000786,0.47452492426328835,-0.11213442077216242,-1.3634053017542325,1.9569763917074747,2488.4850756988994,53.18967864931615,0.0,0.0,0.0,S01,jump,175,70
1.8264203250971088e-17,1.0126335114073548,1.0125870294119017,0.059638892814004155,8.249150806736317,0.40488431876606684,-0.10246854801124665,-1.1294127826621383,1.974528426475188,2143.193345712152,53.18967864931615,0.0,0.0,0.0,S01,jump,175,70
1.9568789197469022e-17,0.9802701759538004,0.980225179503112,0.035496660474460935,7.459327214782693,0.5165258905618803,-0.051674005652171506,-1.3696403193205946,1.9130998993068835,2834.920848239801,53.18967864931615,0.0,0.0,0.0,S01,jump,175,70
-2.3645620280275068e-17,0.9944610527093574,0.9944154048677547,0.0655722815653567,6.371140598890095,0.549944913698127,-0.11498184917372083,-1.3662260004495557,1.948202171582964,2931.1563073706966,4776.43314270859,0.0,0.0,0.0,S01,jump,175,70
3.1959421747975865e-17,1.0058835927998713,1.0058374248782038,0.04253964930874234,7.213605917072095,0.5011475259340861,-0.07144584545557878,-1.3745081450861365,1.974526629215842,2718.524232582891,2489.276960787996,0.0,0.0,0.0,S01,jump,175,70
-5.3488023806415326e-17,1.007313645372161,1.0072674075696821,0.03983987591316495,8.52997257946365,0.5663789937568858,-0.08185091178463197,-1.291418127943504,1.9833026465996986,2996.998934008725,21.27587145972646,0.0,0.0,0.0,S01,jump,175,70
-3.881143190831356e-17,0.9947370173974353,0.9946913568884764,0.07557171732767326,7.76647883692094,0.48062798384135147,-0.12292170649527744,-1.2746608430602897,1.9657524090913312,2529.2496709702846,53.18967864931615,0.0,0.0,0.0,S01,jump,175,70
2.2175925294513867e-17,0.9842315332529924,0.9841863591148962,0.012011048577224315,12.589648045445305,0.3229596988891949,0.373430549902118,5.526068180521964,1.0101266104987063,1854.91117544004,53.18967864931615,0.0,0.0,0.0,S02,stand,163,65
-1.3698152438228315e-17,1.0078022928805999,1.0077560326481787,0.011227318314098553,13.35341693216781,0.3213367609254499,0.21816074131212293,5.552751077872518,1.0101266104987063,1876.1907702129563,53.18967864931615,0.0,0.0,0.0,S02,stand,163,65
-8.479808652236576e-18,0.9994145620373593,0.9993686868193215,-0.01862782069275463,13.008441846052875,0.31417554168196843,0.47978463513352637,6.337136398105812,1.0101266104987063,1847.28544237259,53.18967864931615,0.0,0.0,0.0,S02,stand,163,65
1.1088980545232446e-17,1.0109042936151085,1.0108578909943677,-0.02802766238945432,13.057738417521982,0.32115313991920674,0.5266326040079656,6.082106377218169,1.0101266104987063,1805.1749121996208,53.18967864931615,0.0,0.0,0.0,S02,stand,163,65
1.2392428841051866e-17,1.008322339521608,1.008276059666643,0.006447673098835819,12.983869245944938,0.3156155329110438,0.4523562284946386,6.118666032664688,1.0101266104987063,1866.5485043517042,53.18967864931615,0.0,0.0,0.0,S02,stand,163,65
-2.283025406371386e-18,0.9905694566492945,0.9905239874400878,0.0022459282983151234,12.220049902138022,0.32757987513771575,0.4123113964194313,5.60563047140211,1.0101266104987063,1862.7943027232602,53.18967864931615,0.0,0.0,0.0,S02,stand,163,65
4.566050812742772e-18,1.0066517898768168,1.006605582454889,-0.00512514683474723,12.589648045445305,0.31885787734116783,0.5180117733696424,5.916846925540195,1.0101266104987063,1866.6439098204598,53.18967864931615,0.0,0.0,0.0,S02,stand,163,65
-7.82751567898761e-18,0.9962593075988209,0.996213577213559,0.002804565566645812,12.811356474345263,0.3170216672787367,0.3385982721357709,5.313331562359782,1.0101266104987063,1836.944431075973,53.18967864931615,0.0,0.0,0.0,S02,stand,163,65
1.4349128131744266e-17,0.9775999680837125,0.9775550983203805,-0.00020581993719334625,13.033064903245226,0.3153401266868631,0.47593583174759563,5.866132593899403,1.0101266104987063,1823.0821272130145,53.18967864931615,0.0,0.0,0.0,S02,stand,163,65
-1.1088980545232446e-17,1.0103391029187672,1.0102927262414612,-0.02379594725368492,13.32874341789105,0.31601175174439955,0.5629681309452371,6.235621974739129,1.0101266104987063,1814.4223038280006,53.18967864931615,0.0,0.0,0.0,S02,stand,163,65
-1.4024298924852798e-17,0.9962040745908124,0.996158346740861,-0.00973457767995024,12.564974531168545,0.31518545721630553,0.488226262798465,6.298217603195074,1.0101266104987063,1843.4543787063053,53.18967864931615,0.0,0.0,0.0,S02,stand,163,65
-1.0435729550359467e-17,1.0099358348031495,1.0098894808921761,-0.017443928551918866,12.02867979133628,0.3123106582208758,0.5127911920265956,5.840146769767884,0.9799325602969013,1796.320305929657,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
-3.261464866244837e-18,0.9886159198460512,0.9885705403082684,-0.01813596706486745,15.360441364932825,0.3143591626882115,0.39677416355224243,5.750502215947616,1.0044313384008596,1787.7480320550878,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
0.0,0.9950933506081291,0.9950476737427308,-0.011982731441015387,12.543149615985545,0.3171134777818582,0.3838983573322536,5.768623230795111,1.0044313384008596,1847.123123210506,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
-7.82751567898761e-18,0.987745654177859,0.98770031458709,0.007599365109022072,12.02867979133628,0.31087036356959236,0.28591410247486604,5.100891597395094,1.0044313384008596,1769.5023847989999,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
1.56535943255392e-17,0.9923271244071186,0.9922815786985733,0.01201754819486058,12.788142414284973,0.3090975856054347,0.15764848396568132,5.05145997139495,1.0044313384008596,1759.6577056543108,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
-9.132101625485544e-18,1.008176138630233,1.0081298612375102,-0.019757499653959558,14.160026825864083,0.31417554168196843,0.6466899862177619,6.324006528665381,1.0044313384008596,1785.4527492850739,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
9.132101625485544e-18,1.0073338415603879,1.0072876028308617,-0.017791889670800427,18.64323448242856,0.3110539845758355,0.46285670230395876,7.153919612914503,1.0044313384008596,1715.7489956006402,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
-7.82751567898761e-18,0.9874005209790884,0.9873551972306548,-0.020250035165441597,12.641136700785623,0.3161953727506427,0.4299748587076787,5.251166276311572,1.0044313384008596,1826.9760644573512,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
-5.217864775179733e-18,0.9921487068636324,0.9921031693440737,-0.00045426077723776607,18.88822728072799,0.30937299182961536,-0.07867251777620922,8.645014589399258,0.9799320585709167,1718.5001852585933,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
2.6091718929958695e-17,1.0144424323148113,1.0143958672861064,-0.02557566957976934,18.74122156722864,0.30536173338229894,1.0115064048017,11.210677692761273,0.9799325602969013,1644.728516491936,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
-1.3045859464979349e-18,1.0321488131583152,1.032101435369708,0.004713897363063185,25.061815003920685,0.30077120822622105,0.28148138041174775,13.915031704284502,1.0044313384008596,1657.3560071859588,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
-1.5327477777090467e-17,1.0004938415181732,1.0004479209746484,0.00046973716749422467,12.360883042959436,0.29817313871293494,0.1192075563135304,4.307663360176872,1.0497586613305572,1713.243401077293,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
1.6959617304473152e-17,1.006291643926346,1.0062454530358704,0.011807689836238986,13.148232272006801,0.3040763863385971,0.3034768962232471,5.207838910828453,1.023513687028978,1732.8209875588273,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
1.1088980545232446e-17,1.0050574124093505,1.0050112781726823,-0.02250723164684046,12.334654192950897,0.3004957767168564,0.310406645385159,4.793288818685831,1.023513687028978,1725.592250446371,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
1.1088980545232446e-17,1.0187573137325163,1.0187105506417324,-0.021129133722909706,13.06949197433772,0.30471905986044806,0.47571345263482057,5.275537709773076,1.023513687028978,1741.8469238081514,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
2.05453425522702e-17,1.0173747714971513,1.0173280761547747,-0.012452286226223403,14.11923719875741,0.2967043055173047,0.3092660810883587,5.032294063828864,1.023513687028978,1661.4733856677,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
-7.82751567898761e-18,0.9815928775278235,0.9815478203623673,0.011202980230193282,12.938272477594172,0.3013220712449504,0.2430369883578165,4.186761567377545,1.023513687028978,1678.0885503130726,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
-2.8048597849705596e-17,1.0102102833571804,1.0101639125929616,0.009078045953843704,12.334654192950897,0.2993940506793977,0.30715888602294594,4.599612007411937,1.0497586613305572,1668.4261467490667,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
4.566050812742772e-18,0.9953575305515683,0.9953118415597583,0.009499643544788574,12.019693002274566,0.3026992287917738,0.2240445366863202,4.294920342245671,1.023513687028978,1727.8956772961935,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
-5.8700978720771996e-18,0.9968759295418687,0.9968301750528237,-0.009985463839069706,12.544592488306144,0.29055356651060316,0.3829170208321737,4.806867495896079,1.023513687028978,1635.2297701626053,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
2.4134840010211793e-17,0.9905756540432306,0.9905301845495506,0.008986470796875843,11.941006452248946,0.29737421961072347,0.24118143314686416,4.045308062816806,1.023513687028978,1679.7458385048442,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
-3.261464866244837e-18,0.984839356805682,0.9847941506200392,0.007314476110540365,12.12471589759565,0.29012118986412044,0.23879662864243012,4.387190153252415,1.023513687028978,1628.9838505339294,53.18967864931615,0.0,0.0,0.0,S02,walk,163,65
1.0435729550359467e-17,1.0422644065973055,1.042216568873512,0.002628064936776725,24.10366554245288,0.22776094739741118,2.689226530906045,45.28965521684009,1.1039845202475174,815.9971482129446,53.18967864931615,0.0,0.0,0.0,S02,run,163,65
3.9137578394938043e-17,0.9915917843879246,0.9915462682517373,0.014928613223329237,22.410899929706712,0.23319867792875504,1.6594566785825324,26.96796682188174,1.1407833008460178,923.8402735056331,53.18967864931615,0.0,0.0,0.0,S02,run,163,65
0.0,1.0819441311962363,1.081894467698416,0.009101069326024877,23.84607287241809,0.21924348145427838,2.438874251801009,36.827470676858994,1.1775856989803763,816.4927203054892,53.18967864931615,0.0,0.0,0.0,S02,run,163,65
1.3045859464979349e-18,0.9707252690433372,0.9706807107238332,0.01128346925853951,30.322788489045053,0.24366507528461256,0.9115077456317993,22.223312276696117,1.1039845202475174,975.8462335528836,53.18967864931615,0.0,0.0,0.0,S02,run,163,65
