in s,C1 in V
-3.6502434E+00,7.54277E-02
-3.6501516E+00,4.36895E-02
-3.6500598E+00,3.97832E-02
-3.6499680E+00,-7.15449E-02
-3.6498762E+00,-6.11523E-03
-3.6497844E+00,-2.27168E-02
-3.6496926E+00,-8.27754E-02
-3.6496008E+00,-6.47090E-02
-3.6495090E+00,-8.32637E-02
-3.6494172E+00,-3.44355E-02
-3.6493254E+00,2.90410E-02
-3.6492336E+00,1.20898E-03
-3.6491418E+00,3.34355E-02
-3.6490500E+00,-4.27363E-02
-3.6489582E+00,-2.56465E-02
-3.6488664E+00,7.93340E-02
-3.6487746E+00,4.61309E-02
-3.6486828E+00,1.58574E-02
-3.6485910E+00,7.00566E-02
-3.6484992E+00,7.10332E-02
-3.6484074E+00,7.49395E-02
-3.6483156E+00,8.17754E-02
-3.6482238E+00,7.98223E-02
-3.6481320E+00,7.78691E-02
-3.6480402E+00,5.00371E-02
-3.6479484E+00,6.71270E-02
-3.6478566E+00,7.49395E-02
-3.6477648E+00,8.17754E-02
-3.6476730E+00,7.39629E-02
-3.6475812E+00,3.19707E-02
-3.6474894E+00,6.37090E-02
-3.6473976E+00,-2.55859E-04
-3.6473058E+00,1.68340E-02
-3.6472140E+00,6.66387E-02
-3.6471222E+00,-4.85957E-02
-3.6470304E+00,-3.49238E-02
-3.6469386E+00,-3.54121E-02
-3.6468468E+00,-5.73848E-02
-3.6467550E+00,-7.09180E-03
-3.6466632E+00,5.93145E-02
-3.6465714E+00,5.78496E-02
-3.6464796E+00,7.29863E-02
-3.6463878E+00,9.02148E-03
-3.6462960E+00,-5.73848E-02
-3.6462042E+00,-7.59395E-02
-3.6461124E+00,2.46465E-02
-3.6460206E+00,7.29863E-02
-3.6459288E+00,7.10332E-02
-3.6458370E+00,2.61113E-02
-3.6457452E+00,5.11523E-03
-3.6456534E+00,-3.68770E-02
-3.6455616E+00,-4.56660E-02
-3.6454698E+00,1.97637E-02
-3.6453780E+00,8.12871E-02
-3.6452862E+00,4.07598E-02
-3.6451944E+00,-7.39863E-02
-3.6451026E+00,-2.95527E-02
-3.6450108E+00,-1.23242E-03
-3.6449190E+00,-4.61543E-02
-3.6448272E+00,7.10332E-02
-3.6447354E+00,3.73418E-02
-3.6446436E+00,2.41582E-02
-3.6445518E+00,-7.69160E-02
-3.6444600E+00,-7.74043E-02
-3.6443682E+00,-6.95918E-02
-3.6442764E+00,7.20098E-02
-3.6441846E+00,-7.54512E-02
-3.6440928E+00,6.02910E-02
-3.6440010E+00,1.39043E-02
-3.6439092E+00,-8.08223E-02
-3.6438174E+00,-7.88691E-02
-3.6437256E+00,-3.78535E-02
-3.6436338E+00,5.93145E-02
-3.6435420E+00,7.78691E-02
-3.6434502E+00,6.76152E-02
-3.6433584E+00,7.34746E-02
-3.6432666E+00,4.75957E-02
-3.6431748E+00,4.61309E-02
-3.6430830E+00,2.46465E-02
-3.6429912E+00,-7.98457E-02
-3.6428994E+00,1.14629E-02
-3.6428076E+00,7.78691E-02
-3.6427158E+00,2.31816E-02
-3.6426240E+00,5.63848E-02
-3.6425322E+00,7.20098E-02
-3.6424404E+00,3.73418E-02
-3.6423486E+00,5.83379E-02
-3.6422568E+00,2.95293E-02
-3.6421650E+00,6.85918E-02
-3.6420732E+00,5.63848E-02
-3.6419814E+00,-4.65039E-03
-3.6418896E+00,-7.44141E-04
-3.6417978E+00,-8.47285E-02
-3.6417060E+00,-8.08223E-02
-3.6416142E+00,-2.66230E-02
-3.6415224E+00,6.90801E-02
-3.6414306E+00,4.02715E-02
-3.6413388E+00,1.58574E-02
-3.6412470E+00,-1.83223E-02
-3.6411552E+00,-7.39863E-02
-3.6410634E+00,-6.12910E-02
-3.6409716E+00,-7.88691E-02
-3.6408798E+00,-2.46699E-02
-3.6407880E+00,5.00371E-02
-3.6406962E+00,3.49004E-02
-3.6406044E+00,-7.69160E-02
-3.6405126E+00,-6.51973E-02
-3.6404208E+00,-2.95527E-02
-3.6403290E+00,5.49199E-02
-3.6402372E+00,1.04863E-02
-3.6401454E+00,6.56621E-02
-3.6400536E+00,6.90801E-02
-3.6399618E+00,3.16211E-03
-3.6398700E+00,-8.47285E-02
-3.6397782E+00,-6.61738E-02
-3.6396864E+00,-4.32246E-02
-3.6395946E+00,-9.04492E-03
-3.6395028E+00,-8.81465E-02
-3.6394110E+00,-8.57051E-02
-3.6393192E+00,-7.74043E-02
-3.6392274E+00,-2.71113E-02
-3.6391356E+00,7.29863E-02
-3.6390438E+00,-1.34395E-02
-3.6389520E+00,-2.66230E-02
-3.6388602E+00,2.31816E-02
-3.6387684E+00,4.41777E-02
-3.6386766E+00,1.04863E-02
-3.6385848E+00,-1.88105E-02
-3.6384930E+00,-3.29707E-02
-3.6384012E+00,-4.32246E-02
-3.6383094E+00,-8.57051E-02
-3.6382176E+00,2.95293E-02
-3.6381258E+00,2.31816E-02
-3.6380340E+00,6.81035E-02
-3.6379422E+00,7.10332E-02
-3.6378504E+00,4.61309E-02
-3.6377586E+00,1.97637E-02
-3.6376668E+00,2.02520E-02
-3.6375750E+00,6.37090E-02
-3.6374832E+00,6.46855E-02
-3.6373914E+00,6.76152E-02
-3.6372996E+00,6.95684E-02
-3.6372078E+00,6.71270E-02
-3.6371160E+00,-9.04492E-03
-3.6370242E+00,-8.86348E-02
-3.6369324E+00,-7.74043E-02
-3.6368406E+00,-8.61934E-02
-3.6367488E+00,-6.22676E-02
-3.6366570E+00,-5.59199E-02
-3.6365652E+00,-3.98066E-02
-3.6364734E+00,-9.04492E-03
-3.6363816E+00,-2.32051E-02
-3.6362898E+00,1.24395E-02
-3.6361980E+00,-6.12910E-02
-3.6361062E+00,-8.96113E-02
-3.6360144E+00,-7.74043E-02
-3.6359226E+00,-8.66816E-02
-3.6358308E+00,-4.46895E-02
-3.6357390E+00,-2.27168E-02
-3.6356472E+00,-9.04492E-03
-3.6355554E+00,5.34551E-02
-3.6354636E+00,6.85918E-02
-3.6353718E+00,6.27324E-02
-3.6352800E+00,-3.00410E-02
-3.6351882E+00,-4.90840E-02
-3.6350964E+00,-3.63887E-02
-3.6350046E+00,6.22441E-02
-3.6349128E+00,3.78301E-02
-3.6348210E+00,-8.47285E-02
-3.6347292E+00,7.83574E-02
-3.6346374E+00,-8.47285E-02
-3.6345456E+00,7.10332E-02
-3.6344538E+00,4.95488E-02
-3.6343620E+00,-8.13105E-02
-3.6342702E+00,-7.39863E-02
-3.6341784E+00,-4.85957E-02
-3.6340866E+00,6.37090E-02
-3.6339948E+00,5.29668E-02
-3.6339030E+00,7.15215E-02
-3.6338112E+00,8.12871E-02
-3.6337194E+00,4.75957E-02
-3.6336276E+00,-6.66621E-02
-3.6335358E+00,-8.22871E-02
-3.6334440E+00,-4.76191E-02
-3.6333522E+00,6.58008E-03
-3.6332604E+00,7.59160E-02
-3.6331686E+00,-1.97871E-02
-3.6330768E+00,-5.93379E-02
-3.6329850E+00,5.93145E-02
-3.6328932E+00,3.24590E-02
-3.6328014E+00,-5.00605E-02
-3.6327096E+00,-4.51777E-02
-3.6326178E+00,5.98027E-02
-3.6325260E+00,-2.95527E-02
-3.6324342E+00,-6.51973E-02
-3.6323424E+00,5.19902E-02
-3.6322506E+00,6.90801E-02
-3.6321588E+00,8.07988E-02
-3.6320670E+00,7.93340E-02
-3.6319752E+00,7.54277E-02
-3.6318834E+00,7.00566E-02
-3.6317916E+00,-8.03340E-02
-3.6316998E+00,3.92949E-02
-3.6316080E+00,6.37090E-02
-3.6315162E+00,8.04492E-03
-3.6314244E+00,-6.76387E-02
-3.6313326E+00,-5.10371E-02
-3.6312408E+00,-8.13105E-02
-3.6311490E+00,1.68340E-02
-3.6310572E+00,8.03105E-02
-3.6309654E+00,4.62695E-03
-3.6308736E+00,-7.93574E-02
-3.6307818E+00,5.29668E-02
-3.6306900E+00,4.56426E-02
-3.6305982E+00,-7.64277E-02
-3.6305064E+00,-6.66621E-02
-3.6304146E+00,-1.63691E-02
-3.6303228E+00,2.75762E-02
-3.6302310E+00,8.66582E-02
-3.6301392E+00,-4.56660E-02
-3.6300474E+00,-4.07832E-02
-3.6299556E+00,7.64043E-02
-3.6298638E+00,6.27324E-02
-3.6297720E+00,2.85527E-02
-3.6296802E+00,-7.74043E-02
-3.6295884E+00,-7.10566E-02
-3.6294966E+00,-3.34590E-02
-3.6294048E+00,2.65996E-02
-3.6293130E+00,5.83379E-02
-3.6292212E+00,6.66387E-02
-3.6291294E+00,3.78301E-02
-3.6290376E+00,5.44316E-02
-3.6289458E+00,-1.34395E-02
-3.6288540E+00,-5.88496E-02
-3.6287622E+00,-8.66816E-02
-3.6286704E+00,-2.17402E-02
-3.6285786E+00,-5.39668E-02
-3.6284868E+00,4.66191E-02
-3.6283950E+00,7.73809E-02
-3.6283032E+00,4.02715E-02
-3.6282114E+00,-4.46895E-02
-3.6281196E+00,-2.46699E-02
-3.6280278E+00,8.17754E-02
-3.6279360E+00,-7.93574E-02
-3.6278442E+00,6.22441E-02
-3.6277524E+00,3.92949E-02
-3.6276606E+00,-7.69160E-02
-3.6275688E+00,6.66387E-02
-3.6274770E+00,4.66191E-02
-3.6273852E+00,-8.13105E-02
-3.6272934E+00,5.34551E-02
-3.6272016E+00,6.61504E-02
-3.6271098E+00,-1.92988E-02
-3.6270180E+00,-7.74043E-02
-3.6269262E+00,6.58008E-03
-3.6268344E+00,7.34746E-02
-3.6267426E+00,-1.19746E-02
-3.6266508E+00,-6.47090E-02
-3.6265590E+00,6.81035E-02
-3.6264672E+00,-1.92988E-02
-3.6263754E+00,-7.54512E-02
-3.6262836E+00,4.36895E-02
-3.6261918E+00,-1.73457E-02
-3.6261000E+00,-8.08223E-02
-3.6260082E+00,-4.85957E-02
-3.6259164E+00,-5.29902E-02
-3.6258246E+00,-7.05684E-02
-3.6257328E+00,-2.41816E-02
-3.6256410E+00,2.41582E-02
-3.6255492E+00,7.73809E-02
-3.6254574E+00,8.32402E-02
-3.6253656E+00,3.09941E-02
-3.6252738E+00,1.69727E-03
-3.6251820E+00,-7.34980E-02
-3.6250902E+00,-5.25020E-02
-3.6249984E+00,-2.20898E-03
-3.6249066E+00,-1.29512E-02
-3.6248148E+00,9.02148E-03
-3.6247230E+00,-8.42402E-02
-3.6246312E+00,-6.32441E-02
-3.6245394E+00,6.22441E-02
-3.6244476E+00,6.95684E-02
-3.6243558E+00,2.41582E-02
-3.6242640E+00,-6.32441E-02
-3.6241722E+00,-8.66816E-02
-3.6240804E+00,3.83184E-02
-3.6239886E+00,7.68926E-02
-3.6238968E+00,4.75957E-02
-3.6238050E+00,-7.54512E-02
-3.6237132E+00,-6.91035E-02
-3.6236214E+00,2.70879E-02
-3.6235296E+00,6.90801E-02
-3.6234378E+00,-6.08027E-02
-3.6233460E+00,-7.30098E-02
-3.6232542E+00,2.51348E-02
-3.6231624E+00,7.15215E-02
-3.6230706E+00,-3.59004E-02
-3.6229788E+00,-8.42402E-02
-3.6228870E+00,-7.88691E-02
-3.6227952E+00,-4.71309E-02
-3.6227034E+00,5.49199E-02
-3.6226116E+00,7.10332E-02
-3.6225198E+00,7.05449E-02
-3.6224280E+00,2.65996E-02
-3.6223362E+00,-6.86152E-02
-3.6222444E+00,-7.15449E-02
-3.6221526E+00,-8.37520E-02
-3.6220608E+00,-7.88691E-02
-3.6219690E+00,8.66582E-02
-3.6218772E+00,2.12285E-02
-3.6217854E+00,-5.64082E-02
-3.6216936E+00,-8.81465E-02
-3.6216018E+00,-8.17988E-02
-3.6215100E+00,-8.57051E-02
-3.6214182E+00,-8.81465E-02
-3.6213264E+00,-8.52168E-02
-3.6212346E+00,-3.78535E-02
-3.6211428E+00,6.56621E-02
-3.6210510E+00,-3.68770E-02
-3.6209592E+00,-3.34590E-02
-3.6208674E+00,-8.91230E-02
-3.6207756E+00,-2.07637E-02
-3.6206838E+00,-5.25020E-02
-3.6205920E+00,-9.25410E-02
-3.6205002E+00,-8.42402E-02
-3.6204084E+00,-8.42402E-02
-3.6203166E+00,-9.05879E-02
-3.6202248E+00,-7.00801E-02
-3.6201330E+00,-5.05488E-02
-3.6200412E+00,-7.74043E-02
-3.6199494E+00,-8.66816E-02
-3.6198576E+00,-8.86348E-02
-3.6197658E+00,-8.32637E-02
-3.6196740E+00,-6.51973E-02
-3.6195822E+00,-4.81074E-02
-3.6194904E+00,-9.53320E-03
-3.6193986E+00,6.41973E-02
-3.6193068E+00,3.44121E-02
-3.6192150E+00,6.12676E-02
-3.6191232E+00,6.95684E-02
-3.6190314E+00,-5.34785E-02
-3.6189396E+00,-7.98457E-02
-3.6188478E+00,-8.37520E-02
-3.6187560E+00,4.71074E-02
-3.6186642E+00,3.97832E-02
-3.6185724E+00,3.49004E-02
-3.6184806E+00,7.34746E-02
-3.6183888E+00,-7.44141E-04
-3.6182970E+00,-9.20527E-02
-3.6182052E+00,-8.47285E-02
-3.6181134E+00,2.32422E-04
-3.6180216E+00,4.51543E-02
-3.6179298E+00,-9.04492E-03
-3.6178380E+00,-8.81465E-02
-3.6177462E+00,-8.96113E-02
-3.6176544E+00,-7.00801E-02
-3.6175626E+00,2.75762E-02
-3.6174708E+00,5.78496E-02
-3.6173790E+00,-4.12715E-02
-3.6172872E+00,8.07988E-02
-3.6171954E+00,-8.47285E-02
-3.6171036E+00,-2.51582E-02
-3.6170118E+00,5.29668E-02
-3.6169200E+00,-8.61934E-02
-3.6168282E+00,-4.16211E-03
-3.6167364E+00,6.37090E-02
-3.6166446E+00,-8.03340E-02
-3.6165528E+00,-8.42402E-02
-3.6164610E+00,-7.34980E-02
-3.6163692E+00,-6.71504E-02
-3.6162774E+00,-3.44355E-02
-3.6161856E+00,6.41973E-02
-3.6160938E+00,6.95684E-02
-3.6160020E+00,6.12676E-02
-3.6159102E+00,6.71270E-02
-3.6158184E+00,4.85723E-02
-3.6157266E+00,5.60352E-03
-3.6156348E+00,3.58770E-02
-3.6155430E+00,6.76152E-02
-3.6154512E+00,-4.27363E-02
-3.6153594E+00,-8.32637E-02
-3.6152676E+00,-8.52168E-02
-3.6151758E+00,-2.36934E-02
-3.6150840E+00,5.39434E-02
-3.6149922E+00,-2.69727E-03
-3.6149004E+00,6.17559E-02
-3.6148086E+00,-4.76191E-02
-3.6147168E+00,-4.65039E-03
-3.6146250E+00,5.60352E-03
-3.6145332E+00,-7.05684E-02
-3.6144414E+00,7.64043E-02
-3.6143496E+00,-6.66621E-02
-3.6142578E+00,8.07988E-02
-3.6141660E+00,-7.44746E-02
-3.6140742E+00,6.12676E-02
-3.6139824E+00,3.49004E-02
-3.6138906E+00,-8.47285E-02
-3.6137988E+00,4.56426E-02
-3.6137070E+00,5.49199E-02
-3.6136152E+00,1.14629E-02
-3.6135234E+00,-6.56855E-02
-3.6134316E+00,-8.27754E-02
-3.6133398E+00,4.27129E-02
-3.6132480E+00,6.61504E-02
-3.6131562E+00,7.24980E-02
-3.6130644E+00,7.24980E-02
-3.6129726E+00,5.00371E-02
-3.6128808E+00,-1.68574E-02
-3.6127890E+00,-8.08223E-02
-3.6126972E+00,7.10332E-02
-3.6126054E+00,7.20098E-02
-3.6125136E+00,7.64043E-02
-3.6124218E+00,4.46660E-02
-3.6123300E+00,-7.44746E-02
-3.6122382E+00,-1.14863E-02
-3.6121464E+00,7.49395E-02
-3.6120546E+00,7.64043E-02
-3.6119628E+00,3.00176E-02
-3.6118710E+00,-3.73652E-02
-3.6117792E+00,-7.69160E-02
-3.6116874E+00,-8.27754E-02
-3.6115956E+00,3.19707E-02
-3.6115038E+00,7.24980E-02
-3.6114120E+00,6.61504E-02
-3.6113202E+00,6.22441E-02
-3.6112284E+00,1.58574E-02
-3.6111366E+00,-4.16211E-03
-3.6110448E+00,-4.76191E-02
-3.6109530E+00,-2.71113E-02
-3.6108612E+00,4.95488E-02
-3.6107694E+00,4.41777E-02
-3.6106776E+00,-5.88496E-02
-3.6105858E+00,7.55664E-03
-3.6104940E+00,5.10137E-02
-3.6104022E+00,-7.20332E-02
-3.6103104E+00,-8.37520E-02
-3.6102186E+00,-8.03340E-02
-3.6101268E+00,-4.42012E-02
-3.6100350E+00,-5.13867E-03
-3.6099432E+00,-4.42012E-02
-3.6098514E+00,-6.71504E-02
-3.6097596E+00,-7.10566E-02
-3.6096678E+00,-4.95723E-02
-3.6095760E+00,-5.15254E-02
-3.6094842E+00,-7.98457E-02
-3.6093924E+00,9.10527E-02
-3.6093006E+00,-7.49629E-02
-3.6092088E+00,6.81035E-02
-3.6091170E+00,-8.17988E-02
-3.6090252E+00,7.83574E-02
-3.6089334E+00,-8.17988E-02
-3.6088416E+00,5.19902E-02
-3.6087498E+00,-2.95527E-02
-3.6086580E+00,5.05254E-02
-3.6085662E+00,-6.12910E-02
-3.6084744E+00,4.17363E-02
-3.6083826E+00,7.00566E-02
-3.6082908E+00,-6.27559E-02
-3.6081990E+00,7.55664E-03
-3.6081072E+00,7.29863E-02
-3.6080154E+00,-8.55664E-03
-3.6079236E+00,-7.74043E-02
-3.6078318E+00,5.00371E-02
-3.6077400E+00,7.73809E-02
-3.6076482E+00,6.61504E-02
-3.6075564E+00,6.22441E-02
-3.6074646E+00,3.97832E-02
-3.6073728E+00,8.61699E-02
-3.6072810E+00,8.42168E-02
-3.6071892E+00,7.49395E-02
-3.6070974E+00,4.75957E-02
-3.6070056E+00,-8.22871E-02
-3.6069138E+00,-8.37520E-02
-3.6068220E+00,-3.63887E-02
-3.6067302E+00,8.17754E-02
-3.6066384E+00,-3.98066E-02
-3.6065466E+00,-5.13867E-03
-3.6064548E+00,2.56230E-02
-3.6063630E+00,-4.85957E-02
-3.6062712E+00,1.24395E-02
-3.6061794E+00,4.41777E-02
-3.6060876E+00,5.98027E-02
-3.6059958E+00,-5.73848E-02
-3.6059040E+00,3.24590E-02
-3.6058122E+00,-3.98066E-02
-3.6057204E+00,6.85918E-02
-3.6056286E+00,-1.24629E-02
-3.6055368E+00,-6.37324E-02
-3.6054450E+00,2.26934E-02
-3.6053532E+00,5.58965E-02
-3.6052614E+00,6.02910E-02
-3.6051696E+00,-8.47285E-02
-3.6050778E+00,-8.32637E-02
-3.6049860E+00,-6.61738E-02
-3.6048942E+00,5.60352E-03
-3.6048024E+00,7.29863E-02
-3.6047106E+00,-2.46699E-02
-3.6046188E+00,-7.20332E-02
-3.6045270E+00,-7.34980E-02
-3.6044352E+00,-6.91035E-02
-3.6043434E+00,-6.42207E-02
-3.6042516E+00,-1.92988E-02
-3.6041598E+00,2.95293E-02
-3.6040680E+00,6.66387E-02
-3.6039762E+00,-2.66230E-02
-3.6038844E+00,-7.34980E-02
-3.6037926E+00,-7.00801E-02
-3.6037008E+00,-6.42207E-02
-3.6036090E+00,-5.88496E-02
-3.6035172E+00,-5.34785E-02
-3.6034254E+00,3.29473E-02
-3.6033336E+00,-1.78340E-02
-3.6032418E+00,-7.00801E-02
-3.6031500E+00,-7.49629E-02
-3.6030582E+00,-6.81270E-02
-3.6029664E+00,2.41582E-02
-3.6028746E+00,5.34551E-02
-3.6027828E+00,3.00176E-02
-3.6026910E+00,3.58770E-02
-3.6025992E+00,3.05059E-02
-3.6025074E+00,-7.98457E-02
-3.6024156E+00,-5.62695E-03
-3.6023238E+00,3.09941E-02
-3.6022320E+00,-7.74043E-02
-3.6021402E+00,6.85918E-02
-3.6020484E+00,4.95488E-02
-3.6019566E+00,-4.02949E-02
-3.6018648E+00,-8.27754E-02
-3.6017730E+00,-3.68770E-02
-3.6016812E+00,7.20098E-02
-3.6015894E+00,-7.54512E-02
-3.6014976E+00,5.58965E-02
-3.6014058E+00,-3.59004E-02
-3.6013140E+00,-6.66621E-02
-3.6012222E+00,6.76152E-02
-3.6011304E+00,-3.98066E-02
-3.6010386E+00,4.62695E-03
-3.6009468E+00,-4.76191E-02
-3.6008550E+00,5.39434E-02
-3.6007632E+00,4.46660E-02
-3.6006714E+00,-5.93379E-02
-3.6005796E+00,-6.81270E-02
-3.6004878E+00,-6.32441E-02
-3.6003960E+00,1.73223E-02
-3.6003042E+00,5.00371E-02
-3.6002124E+00,-9.40059E-02
-3.6001206E+00,-3.05293E-02
-3.6000288E+00,6.81035E-02
-3.5999370E+00,-7.49629E-02
-3.5998452E+00,1.78105E-02
-3.5997534E+00,5.49199E-02
-3.5996616E+00,-9.05879E-02
-3.5995698E+00,6.37090E-02
-3.5994780E+00,-7.25215E-02
-3.5993862E+00,2.61113E-02
-3.5992944E+00,6.56621E-02
-3.5992026E+00,4.27129E-02
-3.5991108E+00,1.82988E-02
-3.5990190E+00,-1.68574E-02
-3.5989272E+00,-5.13867E-03
-3.5988354E+00,6.41973E-02
-3.5987436E+00,3.29473E-02
-3.5986518E+00,-1.34395E-02
-3.5985600E+00,-8.81465E-02
-3.5984682E+00,-6.56855E-02
-3.5983764E+00,1.97637E-02
-3.5982846E+00,5.00371E-02
-3.5981928E+00,6.76152E-02
-3.5981010E+00,-6.11523E-03
-3.5980092E+00,-5.10371E-02
-3.5979174E+00,-9.05879E-02
-3.5978256E+00,-8.76582E-02
-3.5977338E+00,-5.78730E-02
-3.5976420E+00,-5.88496E-02
-3.5975502E+00,-8.47285E-02
-3.5974584E+00,-7.39863E-02
-3.5973666E+00,-6.32441E-02
-3.5972748E+00,-6.61738E-02
-3.5971830E+00,-6.76387E-02
-3.5970912E+00,-5.78730E-02
-3.5969994E+00,9.50977E-03
-3.5969076E+00,-3.78535E-02
-3.5968158E+00,-9.53320E-03
-3.5967240E+00,3.29473E-02
-3.5966322E+00,7.54277E-02
-3.5965404E+00,1.19512E-02
-3.5964486E+00,-7.34980E-02
-3.5963568E+00,-1.68574E-02
-3.5962650E+00,5.58965E-02
-3.5961732E+00,-3.93184E-02
-3.5960814E+00,-8.37520E-02
-3.5959896E+00,-2.95527E-02
-3.5958978E+00,6.76152E-02
-3.5958060E+00,7.24980E-02
-3.5957142E+00,7.64043E-02
-3.5956224E+00,7.29863E-02
-3.5955306E+00,-4.37129E-02
-3.5954388E+00,-6.76387E-02
-3.5953470E+00,-7.00801E-02
-3.5952552E+00,7.44512E-02
-3.5951634E+00,1.53691E-02
-3.5950716E+00,-8.13105E-02
-3.5949798E+00,-3.63887E-02
-3.5948880E+00,6.76152E-02
-3.5947962E+00,-1.09980E-02
-3.5947044E+00,-5.49434E-02
-3.5946126E+00,7.44512E-02
-3.5945208E+00,8.32402E-02
-3.5944290E+00,-4.16211E-03
-3.5943372E+00,-7.20332E-02
-3.5942454E+00,3.24590E-02
-3.5941536E+00,6.27324E-02
-3.5940618E+00,6.90801E-02
-3.5939700E+00,6.71270E-02
-3.5938782E+00,-1.14863E-02
-3.5937864E+00,-4.12715E-02
-3.5936946E+00,-5.98262E-02
-3.5936028E+00,-7.25215E-02
-3.5935110E+00,-8.08223E-02
-3.5934192E+00,-7.49629E-02
-3.5933274E+00,-6.22676E-02
-3.5932356E+00,3.73418E-02
-3.5931438E+00,8.03105E-02
-3.5930520E+00,-7.00801E-02
-3.5929602E+00,7.20098E-02
-3.5928684E+00,-4.16211E-03
-3.5927766E+00,-3.44355E-02
-3.5926848E+00,4.90605E-02
-3.5925930E+00,-7.10566E-02
-3.5925012E+00,6.22441E-02
-3.5924094E+00,-5.15254E-02
-3.5923176E+00,-7.30098E-02
-3.5922258E+00,7.20703E-04
-3.5921340E+00,7.64043E-02
-3.5920422E+00,-7.88691E-02
-3.5919504E+00,7.29863E-02
-3.5918586E+00,7.64043E-02
-3.5917668E+00,7.73809E-02
-3.5916750E+00,8.17754E-02
-3.5915832E+00,4.22246E-02
-3.5914914E+00,-4.71309E-02
-3.5913996E+00,-7.05684E-02
-3.5913078E+00,-5.98262E-02
-3.5912160E+00,-7.54512E-02
-3.5911242E+00,3.34355E-02
-3.5910324E+00,5.10137E-02
-3.5909406E+00,8.03105E-02
-3.5908488E+00,7.49395E-02
-3.5907570E+00,8.03105E-02
-3.5906652E+00,8.07988E-02
-3.5905734E+00,8.32402E-02
-3.5904816E+00,3.88066E-02
-3.5903898E+00,3.73418E-02
-3.5902980E+00,6.17559E-02
-3.5902062E+00,4.90605E-02
-3.5901144E+00,-5.39668E-02
-3.5900226E+00,-5.10371E-02
-3.5899308E+00,-7.98457E-02
-3.5898390E+00,1.39043E-02
-3.5897472E+00,2.46465E-02
-3.5896554E+00,-7.74043E-02
-3.5895636E+00,-9.04492E-03
-3.5894718E+00,6.90801E-02
-3.5893800E+00,-7.78926E-02
-3.5892882E+00,6.95684E-02
-3.5891964E+00,-7.88691E-02
-3.5891046E+00,4.75957E-02
-3.5890128E+00,4.17363E-02
-3.5889210E+00,-6.81270E-02
-3.5888292E+00,-4.66426E-02
-3.5887374E+00,7.15215E-02
-3.5886456E+00,-7.44746E-02
-3.5885538E+00,5.29668E-02
-3.5884620E+00,-8.03340E-02
-3.5883702E+00,6.51738E-02
-3.5882784E+00,3.00176E-02
-3.5881866E+00,-8.13105E-02
-3.5880948E+00,5.60352E-03
-3.5880030E+00,4.85723E-02
-3.5879112E+00,5.58965E-02
-3.5878194E+00,-1.49043E-02
-3.5877276E+00,-7.20332E-02
-3.5876358E+00,-8.17988E-02
-3.5875440E+00,7.54277E-02
-3.5874522E+00,3.09941E-02
-3.5873604E+00,3.73418E-02
-3.5872686E+00,7.34746E-02
-3.5871768E+00,-7.25215E-02
-3.5870850E+00,6.02910E-02
-3.5869932E+00,7.29863E-02
-3.5869014E+00,-3.78535E-02
-3.5868096E+00,-5.34785E-02
-3.5867178E+00,-6.12910E-02
-3.5866260E+00,7.29863E-02
-3.5865342E+00,-6.61738E-02
-3.5864424E+00,-2.51582E-02
-3.5863506E+00,7.10332E-02
-3.5862588E+00,-8.13105E-02
-3.5861670E+00,7.88457E-02
-3.5860752E+00,-8.08223E-02
-3.5859834E+00,5.24785E-02
-3.5858916E+00,-7.83809E-02
-3.5857998E+00,4.95488E-02
-3.5857080E+00,6.85918E-02
-3.5856162E+00,5.15020E-02
-3.5855244E+00,-4.95723E-02
-3.5854326E+00,1.24395E-02
-3.5853408E+00,7.34746E-02
-3.5852490E+00,6.85918E-02
-3.5851572E+00,7.49395E-02
-3.5850654E+00,7.64043E-02
-3.5849736E+00,7.73809E-02
-3.5848818E+00,6.85918E-02
-3.5847900E+00,3.09941E-02
-3.5846982E+00,-5.54316E-02
-3.5846064E+00,-4.27363E-02
-3.5845146E+00,2.61113E-02
-3.5844228E+00,3.09941E-02
-3.5843310E+00,1.29277E-02
-3.5842392E+00,-1.05098E-02
-3.5841474E+00,-5.59199E-02
-3.5840556E+00,7.20098E-02
-3.5839638E+00,-6.17793E-02
-3.5838720E+00,-8.47285E-02
-3.5837802E+00,-5.59199E-02
-3.5836884E+00,6.56621E-02
-3.5835966E+00,2.02520E-02
-3.5835048E+00,-6.95918E-02
-3.5834130E+00,-7.93574E-02
-3.5833212E+00,-7.93574E-02
-3.5832294E+00,2.32422E-04
-3.5831376E+00,6.22441E-02
-3.5830458E+00,-5.13867E-03
-3.5829540E+00,-7.74043E-02
-3.5828622E+00,-7.88691E-02
-3.5827704E+00,-7.98457E-02
-3.5826786E+00,5.54082E-02
-3.5825868E+00,7.15215E-02
-3.5824950E+00,-2.32051E-02
-3.5824032E+00,-1.49043E-02
-3.5823114E+00,6.90801E-02
-3.5822196E+00,-7.98457E-02
-3.5821278E+00,6.12676E-02
-3.5820360E+00,-9.00996E-02
-3.5819442E+00,6.90801E-02
-3.5818524E+00,7.20098E-02
-3.5817606E+00,-1.29512E-02
-3.5816688E+00,-6.71504E-02
-3.5815770E+00,6.41973E-02
-3.5814852E+00,-9.35176E-02
-3.5813934E+00,6.71270E-02
-3.5813016E+00,5.29668E-02
-3.5812098E+00,1.14629E-02
-3.5811180E+00,-3.00410E-02
-3.5810262E+00,-7.05684E-02
-3.5809344E+00,-2.66230E-02
