in s,C1 in V
-8.8844040E-01,-6.66621E-02
-8.8834860E-01,-3.73652E-02
-8.8825680E-01,5.34551E-02
-8.8816500E-01,7.34746E-02
-8.8807320E-01,-4.02949E-02
-8.8798140E-01,-6.81270E-02
-8.8788960E-01,7.34746E-02
-8.8779780E-01,-7.20332E-02
-8.8770600E-01,1.58574E-02
-8.8761420E-01,-6.76387E-02
-8.8752240E-01,4.80840E-02
-8.8743060E-01,3.19707E-02
-8.8733880E-01,-6.56855E-02
-8.8724700E-01,-7.05684E-02
-8.8715520E-01,-6.91035E-02
-8.8706340E-01,-5.49434E-02
-8.8697160E-01,3.34355E-02
-8.8687980E-01,7.05449E-02
-8.8678800E-01,-6.66621E-02
-8.8669620E-01,3.29473E-02
-8.8660440E-01,-6.81270E-02
-8.8651260E-01,4.51543E-02
-8.8642080E-01,-7.39863E-02
-8.8632900E-01,5.93145E-02
-8.8623720E-01,5.54082E-02
-8.8614540E-01,-5.78730E-02
-8.8605360E-01,-7.25215E-02
-8.8596180E-01,4.80840E-02
-8.8587000E-01,-6.47090E-02
-8.8577820E-01,6.71270E-02
-8.8568640E-01,-7.64277E-02
-8.8559460E-01,-1.05098E-02
-8.8550280E-01,7.10332E-02
-8.8541100E-01,6.17559E-02
-8.8531920E-01,1.68340E-02
-8.8522740E-01,-7.93574E-02
-8.8513560E-01,-1.97871E-02
-8.8504380E-01,5.58965E-02
-8.8495200E-01,-7.20332E-02
-8.8486020E-01,5.73613E-02
-8.8476840E-01,-7.49629E-02
-8.8467660E-01,6.95684E-02
-8.8458480E-01,-2.66230E-02
-8.8449300E-01,2.02520E-02
-8.8440120E-01,5.24785E-02
-8.8430940E-01,-7.74043E-02
-8.8421760E-01,6.95684E-02
-8.8412580E-01,-7.10566E-02
-8.8403400E-01,3.92949E-02
-8.8394220E-01,5.49199E-02
-8.8385040E-01,-5.68965E-02
-8.8375860E-01,-2.80879E-02
-8.8366680E-01,4.80840E-02
-8.8357500E-01,-8.22871E-02
-8.8348320E-01,-1.14863E-02
-8.8339140E-01,6.71270E-02
-8.8329960E-01,-7.34980E-02
-8.8320780E-01,6.56621E-02
-8.8311600E-01,-6.61738E-02
-8.8302420E-01,-1.83223E-02
-8.8293240E-01,6.51738E-02
-8.8284060E-01,-8.06836E-03
-8.8274880E-01,2.02520E-02
-8.8265700E-01,1.92754E-02
-8.8256520E-01,-7.78926E-02
-8.8247340E-01,2.07402E-02
-8.8238160E-01,2.61113E-02
-8.8228980E-01,-5.88496E-02
-8.8219800E-01,6.17559E-02
-8.8210620E-01,-8.27754E-02
-8.8201440E-01,3.24590E-02
-8.8192260E-01,4.56426E-02
-8.8183080E-01,-8.66816E-02
-8.8173900E-01,7.20703E-04
-8.8164720E-01,6.61504E-02
-8.8155540E-01,-8.27754E-02
-8.8146360E-01,6.56621E-02
-8.8137180E-01,-6.32441E-02
-8.8128000E-01,-1.29512E-02
-8.8118820E-01,6.51738E-02
-8.8109640E-01,5.83379E-02
-8.8100460E-01,-8.32637E-02
-8.8091280E-01,2.90410E-02
-8.8082100E-01,-2.71113E-02
-8.8072920E-01,-5.44551E-02
-8.8063740E-01,3.39238E-02
-8.8054560E-01,7.34746E-02
-8.8045380E-01,5.34551E-02
-8.8036200E-01,6.81035E-02
-8.8027020E-01,1.48809E-02
-8.8017840E-01,-6.42207E-02
-8.8008660E-01,6.02910E-02
-8.7999480E-01,-5.98262E-02
-8.7990300E-01,-7.93574E-02
-8.7981120E-01,-8.27754E-02
-8.7971940E-01,-8.06836E-03
-8.7962760E-01,3.58770E-02
-8.7953580E-01,-1.53926E-02
-8.7944400E-01,-8.42402E-02
-8.7935220E-01,-7.74043E-02
-8.7926040E-01,-7.00801E-02
-8.7916860E-01,-1.97871E-02
-8.7907680E-01,4.27129E-02
-8.7898500E-01,1.92754E-02
-8.7889320E-01,-6.37324E-02
-8.7880140E-01,-7.88691E-02
-8.7870960E-01,-7.30098E-02
-8.7861780E-01,1.43926E-02
-8.7852600E-01,6.61504E-02
-8.7843420E-01,4.32012E-02
-8.7834240E-01,-1.00215E-02
-8.7825060E-01,-3.68770E-02
-8.7815880E-01,-6.27559E-02
-8.7806700E-01,-7.59395E-02
-8.7797520E-01,-7.20332E-02
-8.7788340E-01,-9.04492E-03
-8.7779160E-01,-7.00801E-02
-8.7769980E-01,-6.03145E-02
-8.7760800E-01,2.95293E-02
-8.7751620E-01,-1.72070E-03
-8.7742440E-01,-2.66230E-02
-8.7733260E-01,5.98027E-02
-8.7724080E-01,-6.42207E-02
-8.7714900E-01,7.10332E-02
-8.7705720E-01,-7.64277E-02
-8.7696540E-01,5.29668E-02
-8.7687360E-01,5.24785E-02
-8.7678180E-01,-7.69160E-02
-8.7669000E-01,4.56426E-02
-8.7659820E-01,5.54082E-02
-8.7650640E-01,-2.71113E-02
-8.7641460E-01,-9.04492E-03
-8.7632280E-01,4.12480E-02
-8.7623100E-01,1.78105E-02
-8.7613920E-01,1.24395E-02
-8.7604740E-01,-3.05293E-02
-8.7595560E-01,-4.66426E-02
-8.7586380E-01,-5.78730E-02
-8.7577200E-01,-7.30098E-02
-8.7568020E-01,2.85527E-02
-8.7558840E-01,-1.73457E-02
-8.7549660E-01,-4.76191E-02
-8.7540480E-01,5.00371E-02
-8.7531300E-01,-3.18555E-03
-8.7522120E-01,1.14629E-02
-8.7512940E-01,1.73223E-02
-8.7503760E-01,5.73613E-02
-8.7494580E-01,-3.34590E-02
-8.7485400E-01,-4.51777E-02
-8.7476220E-01,2.32422E-04
-8.7467040E-01,4.75957E-02
-8.7457860E-01,-4.32246E-02
-8.7448680E-01,1.78105E-02
-8.7439500E-01,3.29473E-02
-8.7430320E-01,-8.08223E-02
-8.7421140E-01,2.80645E-02
-8.7411960E-01,6.95684E-02
-8.7402780E-01,5.49199E-02
-8.7393600E-01,-2.80879E-02
-8.7384420E-01,-7.39863E-02
-8.7375240E-01,-3.83418E-02
-8.7366060E-01,5.19902E-02
-8.7356880E-01,6.76152E-02
-8.7347700E-01,8.90996E-02
-8.7338520E-01,3.14824E-02
-8.7329340E-01,-5.54316E-02
-8.7320160E-01,-7.64277E-02
-8.7310980E-01,2.46465E-02
-8.7301800E-01,7.20098E-02
-8.7292620E-01,-1.29512E-02
-8.7283440E-01,-5.25020E-02
-8.7274260E-01,5.78496E-02
-8.7265080E-01,-3.59004E-02
-8.7255900E-01,-7.49629E-02
-8.7246720E-01,-7.30098E-02
-8.7237540E-01,-4.46895E-02
-8.7228360E-01,6.90801E-02
-8.7219180E-01,6.02910E-02
-8.7210000E-01,-4.37129E-02
-8.7200820E-01,2.67383E-03
-8.7191640E-01,7.34746E-02
-8.7182460E-01,5.98027E-02
-8.7173280E-01,6.66387E-02
-8.7164100E-01,7.39629E-02
-8.7154920E-01,4.66191E-02
-8.7145740E-01,6.07793E-02
-8.7136560E-01,7.10332E-02
-8.7127380E-01,7.15215E-02
-8.7118200E-01,2.65996E-02
-8.7109020E-01,-5.54316E-02
-8.7099840E-01,-4.46895E-02
-8.7090660E-01,4.12480E-02
-8.7081480E-01,7.73809E-02
-8.7072300E-01,7.00566E-02
-8.7063120E-01,-5.73848E-02
-8.7053940E-01,-5.93379E-02
-8.7044760E-01,-1.49043E-02
-8.7035580E-01,1.78105E-02
-8.7026400E-01,7.73809E-02
-8.7017220E-01,-5.49434E-02
-8.7008040E-01,1.53691E-02
-8.6998860E-01,6.61504E-02
-8.6989680E-01,6.09180E-03
-8.6980500E-01,-7.20332E-02
-8.6971320E-01,7.64043E-02
-8.6962140E-01,-6.42207E-02
-8.6952960E-01,-4.02949E-02
-8.6943780E-01,6.85918E-02
-8.6934600E-01,-6.17793E-02
-8.6925420E-01,7.24980E-02
-8.6916240E-01,-6.03145E-02
-8.6907060E-01,5.49199E-02
-8.6897880E-01,5.24785E-02
-8.6888700E-01,-1.00215E-02
-8.6879520E-01,-7.44141E-04
-8.6870340E-01,6.51738E-02
-8.6861160E-01,-6.71504E-02
-8.6851980E-01,-6.37324E-02
-8.6842800E-01,5.15020E-02
-8.6833620E-01,-4.71309E-02
-8.6824440E-01,6.85918E-02
-8.6815260E-01,-7.00801E-02
-8.6806080E-01,6.76152E-02
-8.6796900E-01,-5.05488E-02
-8.6787720E-01,6.85918E-02
-8.6778540E-01,-6.91035E-02
-8.6769360E-01,7.64043E-02
-8.6760180E-01,-5.49434E-02
-8.6751000E-01,-6.91035E-02
-8.6741820E-01,3.29473E-02
-8.6732640E-01,7.20098E-02
-8.6723460E-01,-7.25215E-02
-8.6714280E-01,8.71465E-02
-8.6705100E-01,-2.07637E-02
-8.6695920E-01,-2.12520E-02
-8.6686740E-01,7.29863E-02
-8.6677560E-01,6.95684E-02
-8.6668380E-01,7.15215E-02
-8.6659200E-01,4.36895E-02
-8.6650020E-01,-2.02754E-02
-8.6640840E-01,7.98223E-02
-8.6631660E-01,-5.49434E-02
-8.6622480E-01,4.36895E-02
-8.6613300E-01,-6.66621E-02
-8.6604120E-01,6.58008E-03
-8.6594940E-01,-6.95918E-02
-8.6585760E-01,7.29863E-02
-8.6576580E-01,2.80645E-02
-8.6567400E-01,-7.74043E-02
-8.6558220E-01,-1.83223E-02
-8.6549040E-01,5.58965E-02
-8.6539860E-01,-7.30098E-02
-8.6530680E-01,5.88262E-02
-8.6521500E-01,-5.78730E-02
-8.6512320E-01,-5.00605E-02
-8.6503140E-01,6.85918E-02
-8.6493960E-01,-2.17402E-02
-8.6484780E-01,-5.62695E-03
-8.6475600E-01,6.81035E-02
-8.6466420E-01,-2.85762E-02
-8.6457240E-01,-6.22676E-02
-8.6448060E-01,-4.27363E-02
-8.6438880E-01,-5.10371E-02
-8.6429700E-01,-6.51973E-02
-8.6420520E-01,-7.98457E-02
-8.6411340E-01,-7.20332E-02
-8.6402160E-01,3.78301E-02
-8.6392980E-01,5.88262E-02
-8.6383800E-01,6.37090E-02
-8.6374620E-01,-4.76191E-02
-8.6365440E-01,-2.61348E-02
-8.6356260E-01,6.22441E-02
-8.6347080E-01,6.76152E-02
-8.6337900E-01,-5.25020E-02
-8.6328720E-01,-7.34980E-02
-8.6319540E-01,-7.64277E-02
-8.6310360E-01,-6.03145E-02
-8.6301180E-01,-5.05488E-02
-8.6292000E-01,2.02520E-02
-8.6282820E-01,7.05449E-02
-8.6273640E-01,6.76152E-02
-8.6264460E-01,5.93145E-02
-8.6255280E-01,1.69727E-03
-8.6246100E-01,8.53320E-03
-8.6236920E-01,-3.54121E-02
-8.6227740E-01,-3.44355E-02
-8.6218560E-01,-1.09980E-02
-8.6209380E-01,7.29863E-02
-8.6200200E-01,5.29668E-02
-8.6191020E-01,-6.17793E-02
-8.6181840E-01,-5.73848E-02
-8.6172660E-01,4.41777E-02
-8.6163480E-01,5.00371E-02
-8.6154300E-01,6.27324E-02
-8.6145120E-01,5.78496E-02
-8.6135940E-01,7.29863E-02
-8.6126760E-01,5.73613E-02
-8.6117580E-01,6.90801E-02
-8.6108400E-01,6.76152E-02
-8.6099220E-01,8.66582E-02
-8.6090040E-01,5.44316E-02
-8.6080860E-01,-3.15059E-02
-8.6071680E-01,-6.22676E-02
-8.6062500E-01,-2.02754E-02
-8.6053320E-01,-1.24629E-02
-8.6044140E-01,1.63457E-02
-8.6034960E-01,5.68730E-02
-8.6025780E-01,6.61504E-02
-8.6016600E-01,4.51543E-02
-8.6007420E-01,-1.63691E-02
-8.5998240E-01,9.99805E-03
-8.5989060E-01,6.90801E-02
-8.5979880E-01,5.00371E-02
-8.5970700E-01,-2.66230E-02
-8.5961520E-01,2.41582E-02
-8.5952340E-01,5.10137E-02
-8.5943160E-01,-5.83613E-02
-8.5933980E-01,2.36699E-02
-8.5924800E-01,6.46855E-02
-8.5915620E-01,4.02715E-02
-8.5906440E-01,-5.10371E-02
-8.5897260E-01,-6.61738E-02
-8.5888080E-01,-3.19941E-02
-8.5878900E-01,3.44121E-02
-8.5869720E-01,6.22441E-02
-8.5860540E-01,2.61113E-02
-8.5851360E-01,-5.44551E-02
-8.5842180E-01,5.24785E-02
-8.5833000E-01,1.78105E-02
-8.5823820E-01,-8.13105E-02
-8.5814640E-01,3.83184E-02
-8.5805460E-01,-9.04492E-03
-8.5796280E-01,-7.34980E-02
-8.5787100E-01,6.71270E-02
-8.5777920E-01,4.95488E-02
-8.5768740E-01,-1.92988E-02
-8.5759560E-01,-7.54512E-02
-8.5750380E-01,-6.91035E-02
-8.5741200E-01,-5.49434E-02
-8.5732020E-01,4.61309E-02
-8.5722840E-01,6.02910E-02
-8.5713660E-01,-1.24629E-02
-8.5704480E-01,-7.59395E-02
-8.5695300E-01,-7.98457E-02
-8.5686120E-01,-7.30098E-02
-8.5676940E-01,-3.59004E-02
-8.5667760E-01,4.90605E-02
-8.5658580E-01,6.17559E-02
-8.5649400E-01,-3.29707E-02
-8.5640220E-01,-7.74043E-02
-8.5631040E-01,-5.10371E-02
-8.5621860E-01,6.66387E-02
-8.5612680E-01,-3.83418E-02
-8.5603500E-01,-4.12715E-02
-8.5594320E-01,-9.64473E-02
-8.5585140E-01,-5.15254E-02
-8.5575960E-01,1.63457E-02
-8.5566780E-01,-9.53320E-03
-8.5557600E-01,-2.02754E-02
-8.5548420E-01,-8.32637E-02
-8.5539240E-01,-3.34590E-02
-8.5530060E-01,6.71270E-02
-8.5520880E-01,4.75957E-02
-8.5511700E-01,-1.29512E-02
-8.5502520E-01,-4.17598E-02
-8.5493340E-01,-5.49434E-02
-8.5484160E-01,1.58574E-02
-8.5474980E-01,3.09941E-02
-8.5465800E-01,3.63652E-02
-8.5456620E-01,-5.25020E-02
-8.5447440E-01,-4.51777E-02
-8.5438260E-01,-7.34980E-02
-8.5429080E-01,-5.44551E-02
-8.5419900E-01,-7.83809E-02
-8.5410720E-01,-7.49629E-02
-8.5401540E-01,-6.11523E-03
-8.5392360E-01,5.29668E-02
-8.5383180E-01,6.90801E-02
-8.5374000E-01,3.39238E-02
-8.5364820E-01,9.99805E-03
-8.5355640E-01,3.92949E-02
-8.5346460E-01,-1.83223E-02
-8.5337280E-01,-2.41816E-02
-8.5328100E-01,6.07793E-02
-8.5318920E-01,7.54277E-02
-8.5309740E-01,7.24980E-02
-8.5300560E-01,1.20898E-03
-8.5291380E-01,-4.85957E-02
-8.5282200E-01,7.05449E-02
-8.5273020E-01,-1.24629E-02
-8.5263840E-01,-7.49629E-02
-8.5254660E-01,-6.12910E-02
-8.5245480E-01,-7.00801E-02
-8.5236300E-01,5.88262E-02
-8.5227120E-01,7.29863E-02
-8.5217940E-01,6.66387E-02
-8.5208760E-01,6.71270E-02
-8.5199580E-01,6.51738E-02
-8.5190400E-01,6.95684E-02
-8.5181220E-01,1.68340E-02
-8.5172040E-01,7.20703E-04
-8.5162860E-01,7.10332E-02
-8.5153680E-01,-2.32051E-02
-8.5144500E-01,-7.69160E-02
-8.5135320E-01,1.97637E-02
-8.5126140E-01,7.29863E-02
-8.5116960E-01,5.58965E-02
-8.5107780E-01,-1.34395E-02
-8.5098600E-01,-7.74043E-02
-8.5089420E-01,-6.81270E-02
-8.5080240E-01,-1.88105E-02
-8.5071060E-01,7.64043E-02
-8.5061880E-01,-2.61348E-02
-8.5052700E-01,1.29277E-02
-8.5043520E-01,6.90801E-02
-8.5034340E-01,-4.65039E-03
-8.5025160E-01,-7.59395E-02
-8.5015980E-01,-2.46699E-02
-8.5006800E-01,7.39629E-02
-8.4997620E-01,-7.20332E-02
-8.4988440E-01,7.29863E-02
-8.4979260E-01,-1.14863E-02
-8.4970080E-01,-2.51582E-02
-8.4960900E-01,7.29863E-02
-8.4951720E-01,2.51348E-02
-8.4942540E-01,-5.64082E-02
-8.4933360E-01,-5.00605E-02
-8.4924180E-01,-5.59199E-02
-8.4915000E-01,-7.30098E-02
-8.4905820E-01,-4.81074E-02
-8.4896640E-01,7.54277E-02
-8.4887460E-01,-3.54121E-02
-8.4878280E-01,-1.44160E-02
-8.4869100E-01,7.10332E-02
-8.4859920E-01,-4.76191E-02
-8.4850740E-01,1.87871E-02
-8.4841560E-01,5.58965E-02
-8.4832380E-01,-2.51582E-02
-8.4823200E-01,1.20898E-03
-8.4814020E-01,-5.05488E-02
-8.4804840E-01,7.44512E-02
-8.4795660E-01,6.85918E-02
-8.4786480E-01,-5.68965E-02
-8.4777300E-01,3.73418E-02
-8.4768120E-01,5.98027E-02
-8.4758940E-01,3.53887E-02
-8.4749760E-01,-5.78730E-02
-8.4740580E-01,-1.14863E-02
-8.4731400E-01,-3.67383E-03
-8.4722220E-01,-4.95723E-02
-8.4713040E-01,-6.12910E-02
-8.4703860E-01,-7.15449E-02
-8.4694680E-01,-7.00801E-02
-8.4685500E-01,-3.78535E-02
-8.4676320E-01,-2.95527E-02
-8.4667140E-01,7.20703E-04
-8.4657960E-01,9.99805E-03
-8.4648780E-01,1.19512E-02
-8.4639600E-01,6.81035E-02
-8.4630420E-01,3.73418E-02
-8.4621240E-01,-4.02949E-02
-8.4612060E-01,-7.54512E-02
-8.4602880E-01,-4.65039E-03
-8.4593700E-01,7.15215E-02
-8.4584520E-01,2.65996E-02
-8.4575340E-01,-3.93184E-02
-8.4566160E-01,-1.97871E-02
-8.4556980E-01,-5.98262E-02
-8.4547800E-01,-4.76191E-02
-8.4538620E-01,-2.56465E-02
-8.4529440E-01,-6.47090E-02
-8.4520260E-01,-3.93184E-02
-8.4511080E-01,2.85527E-02
-8.4501900E-01,6.90801E-02
-8.4492720E-01,-2.02754E-02
-8.4483540E-01,-7.69160E-02
-8.4474360E-01,-2.17402E-02
-8.4465180E-01,6.32207E-02
-8.4456000E-01,6.41973E-02
-8.4446820E-01,1.20898E-03
-8.4437640E-01,-3.59004E-02
-8.4428460E-01,6.66387E-02
-8.4419280E-01,-7.54512E-02
-8.4410100E-01,3.05059E-02
-8.4400920E-01,-6.03145E-02
-8.4391740E-01,6.76152E-02
-8.4382560E-01,-7.64277E-02
-8.4373380E-01,7.24980E-02
-8.4364200E-01,-5.88496E-02
-8.4355020E-01,7.20098E-02
-8.4345840E-01,2.12285E-02
-8.4336660E-01,-4.76191E-02
-8.4327480E-01,-7.64277E-02
-8.4318300E-01,-5.62695E-03
-8.4309120E-01,6.71270E-02
-8.4299940E-01,-3.00410E-02
-8.4290760E-01,-8.13105E-02
-8.4281580E-01,-1.29512E-02
-8.4272400E-01,3.39238E-02
-8.4263220E-01,2.22051E-02
-8.4254040E-01,5.88262E-02
-8.4244860E-01,-8.17988E-02
-8.4235680E-01,6.22441E-02
-8.4226500E-01,-2.85762E-02
-8.4217320E-01,4.17363E-02
-8.4208140E-01,2.41582E-02
-8.4198960E-01,-6.22676E-02
-8.4189780E-01,5.68730E-02
-8.4180600E-01,-4.66426E-02
-8.4171420E-01,5.19902E-02
-8.4162240E-01,-5.44551E-02
-8.4153060E-01,-7.44746E-02
-8.4143880E-01,-6.22676E-02
-8.4134700E-01,-7.09180E-03
-8.4125520E-01,-6.12910E-02
-8.4116340E-01,-6.32441E-02
-8.4107160E-01,5.68730E-02
-8.4097980E-01,-6.81270E-02
-8.4088800E-01,5.44316E-02
-8.4079620E-01,1.92754E-02
-8.4070440E-01,-5.29902E-02
-8.4061260E-01,6.90801E-02
-8.4052080E-01,1.39043E-02
-8.4042900E-01,-7.54512E-02
-8.4033720E-01,-4.42012E-02
-8.4024540E-01,-5.59199E-02
-8.4015360E-01,8.04492E-03
-8.4006180E-01,4.32012E-02
-8.3997000E-01,6.27324E-02
-8.3987820E-01,3.49004E-02
-8.3978640E-01,-1.78340E-02
-8.3969460E-01,-5.78730E-02
-8.3960280E-01,-6.17793E-02
-8.3951100E-01,-4.51777E-02
-8.3941920E-01,-4.95723E-02
-8.3932740E-01,-8.08223E-02
-8.3923560E-01,-2.66230E-02
-8.3914380E-01,5.19902E-02
-8.3905200E-01,6.85918E-02
-8.3896020E-01,-7.44746E-02
-8.3886840E-01,-3.29707E-02
-8.3877660E-01,1.24395E-02
-8.3868480E-01,4.90605E-02
-8.3859300E-01,2.22051E-02
-8.3850120E-01,-6.47090E-02
-8.3840940E-01,-7.83809E-02
-8.3831760E-01,-2.71113E-02
-8.3822580E-01,5.15020E-02
-8.3813400E-01,7.05449E-02
-8.3804220E-01,1.14629E-02
-8.3795040E-01,-8.22871E-02
-8.3785860E-01,6.37090E-02
-8.3776680E-01,2.46465E-02
-8.3767500E-01,-5.64082E-02
-8.3758320E-01,-2.02754E-02
-8.3749140E-01,6.61504E-02
-8.3739960E-01,6.76152E-02
-8.3730780E-01,1.14629E-02
-8.3721600E-01,-4.02949E-02
-8.3712420E-01,-8.17988E-02
-8.3703240E-01,-3.00410E-02
-8.3694060E-01,5.29668E-02
-8.3684880E-01,3.14824E-02
-8.3675700E-01,7.06836E-03
-8.3666520E-01,2.61113E-02
-8.3657340E-01,3.09941E-02
-8.3648160E-01,5.44316E-02
-8.3638980E-01,2.36699E-02
-8.3629800E-01,-5.54316E-02
-8.3620620E-01,7.20098E-02
-8.3611440E-01,8.47051E-02
-8.3602260E-01,4.75957E-02
-8.3593080E-01,6.95684E-02
-8.3583900E-01,6.12676E-02
-8.3574720E-01,3.14824E-02
-8.3565540E-01,5.73613E-02
-8.3556360E-01,-9.04492E-03
-8.3547180E-01,-3.73652E-02
-8.3538000E-01,-4.22480E-02
-8.3528820E-01,-4.71309E-02
-8.3519640E-01,-7.69160E-02
-8.3510460E-01,-7.69160E-02
-8.3501280E-01,-6.71504E-02
-8.3492100E-01,-7.39863E-02
-8.3482920E-01,-6.47090E-02
-8.3473740E-01,-6.61738E-02
-8.3464560E-01,-7.88691E-02
-8.3455380E-01,-5.25020E-02
-8.3446200E-01,1.78105E-02
-8.3437020E-01,6.85918E-02
-8.3427840E-01,7.10332E-02
-8.3418660E-01,6.95684E-02
-8.3409480E-01,2.12285E-02
-8.3400300E-01,-7.30098E-02
-8.3391120E-01,-6.61738E-02
-8.3381940E-01,-6.91035E-02
-8.3372760E-01,-7.34980E-02
-8.3363580E-01,6.37090E-02
-8.3354400E-01,-2.75996E-02
-8.3345220E-01,-7.30098E-02
-8.3336040E-01,-4.37129E-02
-8.3326860E-01,7.49395E-02
-8.3317680E-01,-2.56465E-02
-8.3308500E-01,-7.59395E-02
-8.3299320E-01,-5.10371E-02
-8.3290140E-01,2.31816E-02
-8.3280960E-01,6.81035E-02
-8.3271780E-01,7.44512E-02
-8.3262600E-01,6.22441E-02
-8.3253420E-01,4.71074E-02
-8.3244240E-01,7.05449E-02
-8.3235060E-01,6.61504E-02
-8.3225880E-01,6.90801E-02
-8.3216700E-01,5.15020E-02
-8.3207520E-01,-7.09180E-03
-8.3198340E-01,-2.66230E-02
-8.3189160E-01,-7.20332E-02
-8.3179980E-01,-2.66230E-02
-8.3170800E-01,-7.54512E-02
-8.3161620E-01,-1.78340E-02
-8.3152440E-01,5.15020E-02
-8.3143260E-01,7.49395E-02
-8.3134080E-01,3.92949E-02
-8.3124900E-01,-1.29512E-02
-8.3115720E-01,-3.98066E-02
-8.3106540E-01,-5.25020E-02
-8.3097360E-01,-4.95723E-02
-8.3088180E-01,6.85918E-02
-8.3079000E-01,7.05449E-02
-8.3069820E-01,4.41777E-02
-8.3060640E-01,3.29473E-02
-8.3051460E-01,-2.56465E-02
-8.3042280E-01,-5.20137E-02
-8.3033100E-01,-7.20332E-02
-8.3023920E-01,-6.76387E-02
-8.3014740E-01,-2.69727E-03
-8.3005560E-01,7.00566E-02
-8.2996380E-01,2.22051E-02
-8.2987200E-01,-5.88496E-02
-8.2978020E-01,-4.37129E-02
-8.2968840E-01,5.68730E-02
-8.2959660E-01,-4.42012E-02
-8.2950480E-01,-6.11523E-03
-8.2941300E-01,7.00566E-02
-8.2932120E-01,6.17559E-02
-8.2922940E-01,-3.78535E-02
-8.2913760E-01,-3.49238E-02
-8.2904580E-01,4.12480E-02
-8.2895400E-01,6.61504E-02
-8.2886220E-01,-7.00801E-02
-8.2877040E-01,7.64043E-02
-8.2867860E-01,-7.25215E-02
-8.2858680E-01,1.20898E-03
-8.2849500E-01,5.88262E-02
-8.2840320E-01,-5.05488E-02
-8.2831140E-01,-4.85957E-02
-8.2821960E-01,-6.08027E-02
-8.2812780E-01,-5.54316E-02
-8.2803600E-01,1.09746E-02
-8.2794420E-01,7.00566E-02
-8.2785240E-01,-4.81074E-02
-8.2776060E-01,-7.74043E-02
-8.2766880E-01,-7.54512E-02
-8.2757700E-01,-7.20332E-02
-8.2748520E-01,-5.34785E-02
-8.2739340E-01,2.85527E-02
-8.2730160E-01,1.78105E-02
-8.2720980E-01,-7.30098E-02
-8.2711800E-01,4.71074E-02
-8.2702620E-01,6.22441E-02
-8.2693440E-01,-7.30098E-02
-8.2684260E-01,7.34746E-02
-8.2675080E-01,-6.86152E-02
-8.2665900E-01,-3.18555E-03
-8.2656720E-01,6.51738E-02
-8.2647540E-01,-7.39863E-02
-8.2638360E-01,7.20098E-02
-8.2629180E-01,-8.55664E-03
-8.2620000E-01,-6.66621E-02
-8.2610820E-01,6.17559E-02
-8.2601640E-01,-5.20137E-02
-8.2592460E-01,-5.34785E-02
-8.2583280E-01,-5.39668E-02
-8.2574100E-01,6.32207E-02
-8.2564920E-01,7.59160E-02
-8.2555740E-01,2.56230E-02
-8.2546560E-01,-7.64277E-02
-8.2537380E-01,-3.54121E-02
-8.2528200E-01,2.80645E-02
-8.2519020E-01,7.05449E-02
-8.2509840E-01,1.63457E-02
-8.2500660E-01,4.56426E-02
-8.2491480E-01,-6.32441E-02
-8.2482300E-01,4.36895E-02
-8.2473120E-01,-6.91035E-02
-8.2463940E-01,6.85918E-02
-8.2454760E-01,-1.39277E-02
-8.2445580E-01,7.20703E-04
-8.2436400E-01,5.88262E-02
-8.2427220E-01,-5.25020E-02
-8.2418040E-01,1.20898E-03
-8.2408860E-01,6.81035E-02
-8.2399680E-01,-1.14863E-02
-8.2390500E-01,-4.71309E-02
-8.2381320E-01,-7.74043E-02
-8.2372140E-01,-1.68574E-02
-8.2362960E-01,2.07402E-02
-8.2353780E-01,6.41973E-02
-8.2344600E-01,-6.03145E-02
-8.2335420E-01,6.12676E-02
-8.2326240E-01,-1.68574E-02
-8.2317060E-01,-7.69160E-02
-8.2307880E-01,3.97832E-02
-8.2298700E-01,3.73418E-02
-8.2289520E-01,-7.59395E-02
-8.2280340E-01,-3.98066E-02
-8.2271160E-01,-1.29512E-02
-8.2261980E-01,1.68340E-02
-8.2252800E-01,5.98027E-02
-8.2243620E-01,7.05449E-02
-8.2234440E-01,3.39238E-02
-8.2225260E-01,-5.25020E-02
-8.2216080E-01,-7.10566E-02
-8.2206900E-01,2.95293E-02
-8.2197720E-01,4.71074E-02
-8.2188540E-01,-7.64277E-02
-8.2179360E-01,6.46855E-02
-8.2170180E-01,-7.78926E-02
-8.2161000E-01,6.81035E-02
-8.2151820E-01,-8.66816E-02
-8.2142640E-01,-1.92988E-02
-8.2133460E-01,3.29473E-02
-8.2124280E-01,2.12285E-02
-8.2115100E-01,4.62695E-03
-8.2105920E-01,-2.56465E-02
-8.2096740E-01,-4.37129E-02
-8.2087560E-01,-4.17598E-02
-8.2078380E-01,1.97637E-02
-8.2069200E-01,2.12285E-02
-8.2060020E-01,-6.11523E-03
-8.2050840E-01,-2.32051E-02
-8.2041660E-01,-3.88301E-02
-8.2032480E-01,-7.05684E-02
-8.2023300E-01,-5.98262E-02
-8.2014120E-01,-3.98066E-02
-8.2004940E-01,5.34551E-02
-8.1995760E-01,6.56621E-02
-8.1986580E-01,6.66387E-02
-8.1977400E-01,6.95684E-02
-8.1968220E-01,-6.08027E-02
-8.1959040E-01,5.15020E-02
-8.1949860E-01,5.63848E-02
-8.1940680E-01,2.61113E-02
-8.1931500E-01,-6.95918E-02
-8.1922320E-01,-8.37520E-02
