Time(s),Voltage(V)
-4.6507716,-0.0020332
-4.6506798,-0.0074043
-4.650588,0.0111504
-4.6504962,-8.00781e-05
-4.6504044,-0.00105664
-4.6503126,0.00187305
-4.6502208,0.00529102
-4.650129,0.0057793
-4.6500372,0.00919727
-4.6499454,0.0106621
-4.6498536,0.00870898
-4.6497618,0.00675586
-4.64967,0.00480273
-4.6495782,0.00431445
-4.6494864,0.0135918
-4.6493946,0.00382617
-4.6493028,0.0116387
-4.649211,-0.0020332
-4.6491192,0.00870898
-4.6490274,0.00870898
-4.6489356,0.00236133
-4.6488438,0.000896484
-4.648752,0.052166
-4.6486602,-0.00398633
-4.6485684,-0.00349805
-4.6484766,-0.0117988
-4.6483848,0.0184746
-4.648293,0.0233574
-4.6482012,0.00773242
-4.6481094,-0.00496289
-4.6480176,0.00236133
-4.6479258,0.00431445
-4.647834,0.00870898
-4.6477422,0.0189629
-4.6476504,0.0267754
-4.6475586,0.0199395
-4.6474668,0.0218926
-4.647375,0.00626758
-4.6472832,0.00968555
-4.6471914,0.00431445
-4.6470996,0.0106621
-4.6470078,0.0238457
-4.646916,0.0394707
-4.6468242,0.024334
-4.6467324,0.0238457
-4.6466406,0.0155449
-4.6465488,0.0101738
-4.646457,0.0155449
-4.6463652,0.0179863
-4.6462734,0.00724414
-4.6461816,0.0194512
-4.6460898,0.0233574
-4.645998,0.0228691
-4.6459062,0.00284961
-4.6458144,0.00382617
-4.6457226,0.00382617
-4.6456308,-8.00781e-05
-4.645539,0.00675586
-4.6454472,0.0057793
-4.6453554,0.00919727
-4.6452636,0.0106621
-4.6451718,0.0126152
-4.64508,0.0170098
-4.6449882,0.000408203
-4.6448964,0.00724414
-4.6448046,0.00236133
-4.6447128,0.00480273
-4.644621,0.012127
-4.6445292,-0.00349805
-4.6444374,-0.00935742
-4.6443456,-0.00105664
-4.6442538,-0.00252148
-4.644162,0.00626758
-4.6440702,0.020916
-4.6439784,-0.00349805
-4.6438866,-0.00447461
-4.6437948,0.00480273
-4.643703,-0.00105664
-4.6436112,0.00773242
-4.6435194,0.00236133
-4.6434276,0.00187305
-4.6433358,0.00919727
-4.643244,0.0160332
-4.6431522,0.00431445
-4.6430604,0.0082207
-4.6429686,0.00138477
-4.6428768,-0.0020332
-4.642785,0.000408203
-4.6426932,0.0057793
-4.6426014,0.00138477
-4.6425096,0.00382617
-4.6424178,-0.0020332
-4.642326,0.00333789
-4.6422342,-8.00781e-05
-4.6421424,0.0057793
-4.6420506,0.00284961
-4.6419588,-0.0020332
-4.641867,-0.00300977
-4.6417752,0.00480273
-4.6416834,-0.00545117
-4.6415916,0.00724414
-4.6414998,0.000408203
-4.641408,0.00284961
-4.6413162,-0.000568359
-4.6412244,-0.00496289
-4.6411326,-0.00886914
-4.6410408,0.00187305
-4.640949,0.00870898
-4.6408572,-0.00398633
-4.6407654,-0.00545117
-4.6406736,-0.00154492
-4.6405818,-0.0074043
-4.64049,-0.00398633
-4.6403982,0.0253105
-4.6403064,-0.0196113
-4.6402146,-0.00935742
-4.6401228,0.00333789
-4.640031,-0.0074043
-4.6399392,-0.00252148
-4.6398474,-0.00398633
-4.6397556,-0.00593945
-4.6396638,-0.0098457
-4.639572,-0.00398633
-4.6394802,-0.0181465
-4.6393884,-0.013752
-4.6392966,-0.0117988
-4.6392048,-0.0142402
-4.639113,-0.00447461
-4.6390212,-0.0215645
-4.6389294,-0.0235176
-4.6388376,-0.0161934
-4.6387458,-0.0108223
-4.638654,-0.0171699
-4.6385622,-0.00886914
-4.6384704,-0.00691602
-4.6383786,-0.00838086
-4.6382868,-0.0117988
-4.638195,-0.010334
-4.6381032,-0.00642773
-4.6380114,-0.00447461
-4.6379196,-0.013752
-4.6378278,-0.0132637
-4.637736,-0.0157051
-4.6376442,-0.000568359
-4.6375524,-0.0337715
-4.6374606,-0.0303535
-4.6373688,-0.0098457
-4.637277,-0.00642773
-4.6371852,-0.00496289
-4.6370934,-0.0279121
-4.6370016,-0.0166816
-4.6369098,-0.0249824
-4.636818,-0.0230293
-4.6367262,-0.0332832
-4.6366344,-0.00935742
-4.6365426,-0.0240059
-4.6364508,-0.00593945
-4.636359,-0.0205879
-4.6362672,-0.0303535
-4.6361754,-0.0215645
-4.6360836,-0.00935742
-4.6359918,-0.00691602
-4.6359,-0.0220527
-4.6358082,-0.00886914
-4.6357164,-0.000568359
-4.6356246,-0.00154492
-4.6355328,-0.0323066
-4.635441,-0.00398633
-4.6353492,0.0057793
-4.6352574,-0.00545117
-4.6351656,0.00187305
-4.6350738,0.00236133
-4.634982,-0.0098457
-4.6348902,-0.0127754
-4.6347984,-0.0108223
-4.6347066,0.00187305
-4.6346148,-0.000568359
-4.634523,-0.00593945
-4.6344312,-0.0113105
-4.6343394,-0.0166816
-4.6342476,-0.00496289
-4.6341558,-0.00691602
-4.634064,-0.00105664
-4.6339722,0.00187305
-4.6338804,0.00236133
-4.6337886,-0.00252148
-4.6336968,-0.00545117
-4.633605,-0.00838086
-4.6335132,-0.00642773
-4.6334214,-0.0074043
-4.6333296,-0.00691602
-4.6332378,-0.010334
-4.633146,0.00529102
-4.6330542,-0.00935742
-4.6329624,-0.0122871
-4.6328706,-0.0074043
-4.6327788,-8.00781e-05
-4.632687,-0.00642773
-4.6325952,-0.00398633
-4.6325034,-0.00496289
-4.6324116,0.00187305
-4.6323198,-0.00154492
-4.632228,-0.00105664
-4.6321362,-0.0171699
-4.6320444,0.0145684
-4.6319526,-0.0152168
-4.6318608,-0.0166816
-4.631769,0.00382617
-4.6316772,-0.00398633
-4.6315854,-0.00398633
-4.6314936,-0.0113105
-4.6314018,-0.00496289
-4.63131,-0.00496289
-4.6312182,-0.010334
-4.6311264,-0.00349805
-4.6310346,-0.00447461
-4.6309428,-0.00935742
-4.630851,-0.0074043
-4.6307592,-0.0074043
-4.6306674,0.000408203
-4.6305756,-0.00105664
-4.6304838,0.00626758
-4.630392,0.00919727
-4.6303002,0.0057793
-4.6302084,0.00529102
-4.6301166,0.00724414
-4.6300248,0.00382617
-4.629933,0.00382617
-4.6298412,0.00919727
-4.6297494,-0.00789258
-4.6296576,0.00870898
-4.6295658,0.0160332
-4.629474,0.0199395
-4.6293822,0.00870898
-4.6292904,0.0184746
-4.6291986,0.0140801
-4.6291068,0.00529102
-4.629015,0.0140801
-4.6289232,0.0082207
-4.6288314,0.00480273
-4.6287396,0.0101738
-4.6286478,0.0106621
-4.628556,0.0111504
-4.6284642,0.0189629
-4.6283724,-0.00545117
-4.6282806,0.00431445
-4.6281888,0.0140801
-4.628097,0.00236133
-4.6280052,-0.00349805
-4.6279134,0.0165215
-4.6278216,-8.00781e-05
-4.6277298,0.0184746
-4.627638,0.0272637
-4.6275462,0.0218926
-4.6274544,0.00675586
-4.6273626,0.00968555
-4.6272708,-0.0020332
-4.627179,-0.00105664
-4.6270872,0.0126152
-4.6269954,0.0311699
-4.6269036,0.0160332
-4.6268118,0.024334
-4.62672,0.0160332
-4.6266282,0.00724414
-4.6265364,0.0184746
-4.6264446,0.0301934
-4.6263528,0.012127
-4.626261,0.0101738
-4.6261692,0.0267754
-4.6260774,0.0253105
-4.6259856,0.0160332
-4.6258938,0.00529102
-4.625802,0.0082207
-4.6257102,0.00870898
-4.6256184,-0.00642773
-4.6255266,0.00138477
-4.6254348,0.00724414
-4.625343,-0.000568359
-4.6252512,-0.000568359
-4.6251594,0.00480273
-4.6250676,0.0116387
-4.6249758,0.00626758
-4.624884,0.00138477
-4.6247922,0.0111504
-4.6247004,0.00724414
-4.6246086,-8.00781e-05
-4.6245168,0.00333789
-4.624425,0.00724414
-4.6243332,-0.00398633
-4.6242414,0.00870898
-4.6241496,0.00675586
-4.6240578,0.0150566
-4.623966,-0.00593945
-4.6238742,0.00284961
-4.6237824,-0.00886914
-4.6236906,0.00870898
-4.6235988,0.0214043
-4.623507,0.00675586
-4.6234152,-0.00691602
-4.6233234,0.00919727
-4.6232316,0.00236133
-4.6231398,0.0101738
-4.623048,0.00284961
-4.6229562,0.00529102
-4.6228644,-8.00781e-05
-4.6227726,0.00284961
-4.6226808,0.00675586
-4.622589,0.0106621
-4.6224972,0.00382617
-4.6224054,-8.00781e-05
-4.6223136,0.00187305
-4.6222218,-0.00252148
-4.62213,-0.000568359
-4.6220382,-0.00447461
-4.6219464,0.00773242
-4.6218546,-0.000568359
-4.6217628,0.00529102
-4.621671,0.0057793
-4.6215792,0.00529102
-4.6214874,-0.000568359
-4.6213956,-0.000568359
-4.6213038,0.00431445
-4.621212,0.00284961
-4.6211202,0.000408203
-4.6210284,-0.0020332
-4.6209366,0.00187305
-4.6208448,-0.0181465
-4.620753,0.00236133
-4.6206612,-0.00398633
-4.6205694,-0.00154492
-4.6204776,-0.00398633
-4.6203858,0.00284961
-4.620294,-0.0074043
-4.6202022,-0.0142402
-4.6201104,0.00187305
-4.6200186,-0.010334
-4.6199268,-0.0020332
-4.619835,-0.00496289
-4.6197432,-0.00300977
-4.6196514,-0.00691602
-4.6195596,-0.00398633
-4.6194678,-0.00935742
-4.619376,-0.00886914
-4.6192842,-0.0122871
-4.6191924,-0.0147285
-4.6191006,-0.00789258
-4.6190088,-0.00691602
-4.618917,-0.0249824
-4.6188252,-0.013752
-4.6187334,-0.0210762
-4.6186416,-0.00545117
-4.6185498,-0.00496289
-4.618458,-0.0166816
-4.6183662,-0.0117988
-4.6182744,-0.0117988
-4.6181826,-0.0108223
-4.6180908,0.000896484
-4.617999,-0.0132637
-4.6179072,-0.00300977
-4.6178154,0.00333789
-4.6177236,-0.0215645
-4.6176318,-0.0332832
-4.61754,-0.0254707
-4.6174482,-0.0166816
-4.6173564,-0.0376777
-4.6172646,-0.0074043
-4.6171728,-0.0117988
-4.617081,-0.0176582
-4.6169892,-0.0220527
-4.6168974,-0.0323066
-4.6168056,-0.0352363
-4.6167138,-0.0235176
-4.616622,-0.0220527
-4.6165302,-0.0196113
-4.6164384,-0.0161934
-4.6163466,-0.0254707
-4.6162548,-0.0288887
-4.616163,-0.0171699
-4.6160712,-0.00447461
-4.6159794,-0.00593945
-4.6158876,-0.00300977
-4.6157958,-0.0147285
-4.615704,-0.0147285
-4.6156122,-0.000568359
-4.6155204,-8.00781e-05
-4.6154286,-0.0020332
-4.6153368,-0.00691602
-4.615245,-0.0117988
-4.6151532,-0.0074043
-4.6150614,-0.022541
-4.6149696,-0.0108223
-4.6148778,0.0233574
-4.614786,0.00138477
-4.6146942,-0.00300977
-4.6146024,-0.0108223
-4.6145106,-0.0108223
-4.6144188,0.012127
-4.614327,0.000896484
-4.6142352,-0.00593945
-4.6141434,-0.00886914
-4.6140516,-0.00886914
-4.6139598,-0.00838086
-4.613868,0.00187305
-4.6137762,-0.0161934
-4.6136844,-0.0020332
-4.6135926,-0.00105664
-4.6135008,-0.00691602
-4.613409,-0.00154492
-4.6133172,-0.00593945
-4.6132254,-0.0161934
-4.6131336,-0.00593945
-4.6130418,0.00333789
-4.61295,-0.00935742
-4.6128582,-0.00349805
-4.6127664,-0.0020332
-4.6126746,0.00480273
-4.6125828,-0.00252148
-4.612491,-0.0122871
-4.6123992,-0.0020332
-4.6123074,-0.00935742
-4.6122156,-0.00642773
-4.6121238,-0.00545117
-4.612032,-0.00154492
-4.6119402,-0.010334
-4.6118484,-0.00349805
-4.6117566,-0.00789258
-4.6116648,0.017498
-4.611573,0.00529102
-4.6114812,-0.0074043
-4.6113894,-0.00789258
-4.6112976,-0.00447461
-4.6112058,0.0326348
-4.611114,-0.0108223
-4.6110222,-0.00789258
-4.6109304,-0.000568359
-4.6108386,0.000896484
-4.6107468,0.000896484
-4.610655,0.00333789
-4.6105632,0.00236133
-4.6104714,0.00870898
-4.6103796,0.00382617
-4.6102878,0.00480273
-4.610196,-0.00349805
-4.6101042,0.00626758
-4.6100124,0.00431445
-4.6099206,0.00480273
-4.6098288,0.00138477
-4.609737,0.00529102
-4.6096452,0.0116387
-4.6095534,0.0057793
-4.6094616,0.00724414
-4.6093698,0.00919727
-4.609278,0.00724414
-4.6091862,0.00968555
-4.6090944,0.0111504
-4.6090026,0.00675586
-4.6089108,0.0101738
-4.608819,0.0135918
-4.6087272,0.0126152
-4.6086354,0.0082207
-4.6085436,-0.0020332
-4.6084518,0.0135918
-4.60836,0.0106621
-4.6082682,0.0101738
-4.6081764,0.0145684
-4.6080846,0.020916
-4.6079928,-0.00300977
-4.607901,0.000408203
-4.6078092,0.0150566
-4.6077174,0.017498
-4.6076256,0.017498
-4.6075338,0.0170098
-4.607442,0.0057793
-4.6073502,-0.00154492
-4.6072584,-0.00154492
-4.6071666,0.00675586
-4.6070748,0.0257988
-4.606983,0.020916
-4.6068912,0.00968555
-4.6067994,0.0170098
-4.6067076,0.0272637
-4.6066158,0.0165215
-4.606524,0.0131035
-4.6064322,0.0155449
-4.6063404,0.0223809
-4.6062486,0.0204277
-4.6061568,0.0326348
-4.606065,0.0306816
-4.6059732,0.012127
-4.6058814,0.0126152
-4.6057896,0.00529102
-4.6056978,0.00138477
-4.605606,0.00284961
-4.6055142,0.000408203
-4.6054224,0.00724414
-4.6053306,0.0101738
-4.6052388,0.00724414
-4.605147,0.0106621
-4.6050552,-8.00781e-05
-4.6049634,0.00870898
-4.6048716,0.00284961
-4.6047798,0.00187305
-4.604688,0.0140801
-4.6045962,-0.0020332
-4.6045044,-0.000568359
-4.6044126,0.00431445
-4.6043208,0.00138477
-4.604229,0.00724414
-4.6041372,-8.00781e-05
-4.6040454,0.00529102
-4.6039536,0.00236133
-4.6038618,0.00284961
-4.60377,-0.000568359
-4.6036782,0.0101738
-4.6035864,0.00333789
-4.6034946,-0.00935742
-4.6034028,-0.00545117
-4.603311,0.0194512
-4.6032192,0.00968555
-4.6031274,-0.00789258
-4.6030356,0.00529102
-4.6029438,0.00138477
-4.602852,0.0282402
-4.6027602,0.00382617
-4.6026684,-0.00398633
-4.6025766,-8.00781e-05
-4.6024848,0.00236133
-4.602393,0.00870898
-4.6023012,-0.00398633
-4.6022094,0.00138477
-4.6021176,-0.00447461
-4.6020258,0.00236133
-4.601934,0.00333789
-4.6018422,0.00480273
-4.6017504,-0.00300977
-4.6016586,0.00187305
-4.6015668,0.0057793
-4.601475,0.00480273
-4.6013832,0.0106621
-4.6012914,-0.00496289
-4.6011996,-0.010334
-4.6011078,-0.00349805
-4.601016,0.0057793
-4.6009242,0.000896484
-4.6008324,0.000896484
-4.6007406,0.00284961
-4.6006488,-0.00496289
-4.600557,-0.00105664
-4.6004652,-0.00691602
-4.6003734,-0.00935742
-4.6002816,-0.00496289
-4.6001898,-0.00691602
-4.600098,-0.0132637
-4.6000062,-0.0176582
-4.5999144,-0.00349805
-4.5998226,-0.00252148
-4.5997308,-0.00349805
-4.599639,-0.013752
-4.5995472,-0.0176582
-4.5994554,-0.00300977
-4.5993636,-0.0122871
-4.5992718,-0.0152168
-4.59918,-0.00935742
-4.5990882,-0.0098457
-4.5989964,-0.0142402
-4.5989046,-0.0108223
-4.5988128,0.00333789
-4.598721,-0.00642773
-4.5986292,-0.022541
-4.5985374,-0.00447461
-4.5984456,-0.010334
-4.5983538,-0.00545117
-4.598262,-0.0196113
-4.5981702,-0.013752
-4.5980784,-0.0142402
-4.5979866,-0.00398633
-4.5978948,-0.0122871
-4.597803,-0.0074043
-4.5977112,-0.0142402
-4.5976194,-0.0274238
-4.5975276,-0.0279121
-4.5974358,-0.0152168
-4.597344,-0.0113105
-4.5972522,-0.025959
-4.5971604,-0.00642773
-4.5970686,-0.0220527
-4.5969768,-0.0152168
-4.596885,-0.0288887
-4.5967932,-0.0288887
-4.5967014,-0.0318184
-4.5966096,-0.0220527
-4.5965178,-0.00935742
-4.596426,-0.010334
-4.5963342,-0.0161934
-4.5962424,-0.0269355
-4.5961506,-0.0220527
-4.5960588,-0.0117988
-4.595967,-0.00886914
-4.5958752,-0.00496289
-4.5957834,-0.00154492
-4.5956916,-0.00300977
-4.5955998,-0.00398633
-4.595508,0.0082207
-4.5954162,-0.00154492
-4.5953244,-0.0117988
-4.5952326,-0.00300977
-4.5951408,-0.0127754
-4.595049,-0.0113105
-4.5949572,0.00968555
-4.5948654,-0.00838086
-4.5947736,-0.0210762
-4.5946818,-0.00300977
-4.59459,0.00138477
-4.5944982,-0.00545117
-4.5944064,-0.00886914
-4.5943146,-0.0108223
-4.5942228,-0.013752
-4.594131,-0.00642773
-4.5940392,-0.00789258
-4.5939474,-0.00154492
-4.5938556,-0.00838086
-4.5937638,-0.0113105
-4.593672,-0.00789258
-4.5935802,-0.0113105
-4.5934884,-0.00447461
-4.5933966,-0.0176582
-4.5933048,-0.00349805
-4.593213,-0.00545117
-4.5931212,-0.00838086
-4.5930294,-8.00781e-05
-4.5929376,-0.00545117
-4.5928458,-0.00300977
-4.592754,-0.010334
-4.5926622,0.0101738
-4.5925704,-0.000568359
-4.5924786,-0.00691602
-4.5923868,-0.0020332
-4.592295,-0.0147285
-4.5922032,-0.00154492
-4.5921114,-0.00789258
-4.5920196,-0.00593945
-4.5919278,0.00431445
-4.591836,-8.00781e-05
-4.5917442,-0.0288887
-4.5916524,-0.00300977
-4.5915606,-0.00691602
-4.5914688,-0.0152168
-4.591377,-0.00398633
-4.5912852,-0.00545117
-4.5911934,0.000408203
-4.5911016,-0.0020332
-4.5910098,0.00187305
-4.590918,-0.00398633
-4.5908262,-0.0157051
-4.5907344,-0.00496289
-4.5906426,-0.00642773
-4.5905508,-8.00781e-05
-4.590459,0.0145684
-4.5903672,0.0131035
-4.5902754,-0.00398633
-4.5901836,-0.00300977
-4.5900918,-0.0020332
-4.59,0.00529102
-4.5899082,0.00919727
-4.5898164,0.00626758
-4.5897246,-0.00154492
-4.5896328,0.0140801
-4.589541,0.00870898
-4.5894492,0.012127
-4.5893574,0.00529102
-4.5892656,0.012127
-4.5891738,0.00529102
-4.589082,0.00187305
-4.5889902,0.00382617
-4.5888984,0.0106621
-4.5888066,0.0170098
-4.5887148,0.0082207
-4.588623,0.00480273
-4.5885312,0.00870898
-4.5884394,0.00480273
-4.5883476,0.0111504
-4.5882558,-0.0074043
-4.588164,0.012127
-4.5880722,0.00529102
-4.5879804,-0.00789258
-4.5878886,-0.00349805
-4.5877968,0.00870898
-4.587705,0.0228691
-4.5876132,0.0340996
-4.5875214,0.0204277
-4.5874296,0.0106621
-4.5873378,-0.00545117
-4.587246,0.00236133
-4.5871542,0.00187305
-4.5870624,0.00675586
-4.5869706,0.0106621
-4.5868788,0.0199395
-4.586787,0.027752
-4.5866952,0.0111504
-4.5866034,0.0297051
-4.5865116,0.0267754
-4.5864198,0.00480273
-4.586328,0.00870898
-4.5862362,0.0126152
-4.5861444,0.0262871
-4.5860526,0.0336113
-4.5859608,0.0189629
-4.585869,0.0155449
-4.5857772,0.00675586
-4.5856854,0.017498
-4.5855936,-0.00105664
-4.5855018,-0.00154492
-4.58541,0.0223809
-4.5853182,-0.00105664
-4.5852264,0.00529102
-4.5851346,0.00870898
-4.5850428,0.00382617
-4.584951,0.012127
-4.5848592,0.0189629
-4.5847674,0.00382617
-4.5846756,0.00480273
-4.5845838,0.00138477
-4.584492,0.00529102
-4.5844002,0.0082207
-4.5843084,0.00529102
-4.5842166,0.0101738
-4.5841248,-0.0020332
-4.584033,0.00626758
-4.5839412,0.000408203
-4.5838494,0.0150566
-4.5837576,0.00870898
-4.5836658,0.00284961
-4.583574,0.00284961
-4.5834822,-0.00447461
-4.5833904,0.00236133
-4.5832986,0.00724414
-4.5832068,0.00919727
-4.583115,-0.00300977
-4.5830232,-0.0401191
-4.5829314,0.00187305
-4.5828396,0.00236133
-4.5827478,0.000896484
-4.582656,0.00773242
-4.5825642,0.00138477
-4.5824724,0.000408203
-4.5823806,0.00333789
-4.5822888,0.00431445
-4.582197,0.00724414
-4.5821052,0.00187305
-4.5820134,0.0262871
-4.5819216,-0.000568359
-4.5818298,-0.0020332
-4.581738,0.00138477
-4.5816462,-0.00349805
-4.5815544,0.00333789
-4.5814626,-0.000568359
-4.5813708,0.00480273
-4.581279,-0.00154492
-4.5811872,0.00431445
-4.5810954,0.000408203
-4.5810036,-0.0020332
-4.5809118,0.0101738
-4.58082,-0.000568359
-4.5807282,-0.00154492
-4.5806364,0.0082207
-4.5805446,-0.00105664
-4.5804528,-0.0074043
-4.580361,-0.00154492
-4.5802692,-0.0166816
-4.5801774,-0.0127754
-4.5800856,-0.0220527
-4.5799938,-0.00838086
-4.579902,-0.0127754
-4.5798102,-8.00781e-05
-4.5797184,-0.00789258
-4.5796266,-0.00349805
-4.5795348,-0.010334
-4.579443,-0.00593945
-4.5793512,-0.00886914
-4.5792594,-0.00935742
-4.5791676,-0.00593945
-4.5790758,-0.00154492
-4.578984,-0.00545117
-4.5788922,-0.029377
-4.5788004,-0.0108223
-4.5787086,-0.0171699
-4.5786168,-0.0157051
-4.578525,-8.00781e-05
-4.5784332,-0.0142402
-4.5783414,-0.0161934
-4.5782496,-0.0147285
-4.5781578,-0.0147285
-4.578066,-0.00447461
-4.5779742,-8.00781e-05
-4.5778824,0.0145684
-4.5777906,-0.0279121
-4.5776988,-0.0235176
-4.577607,-0.025959
-4.5775152,-0.0279121
-4.5774234,-0.0176582
-4.5773316,-0.0303535
-4.5772398,-0.00593945
-4.577148,-0.00154492
-4.5770562,-0.0074043
-4.5769644,-0.019123
-4.5768726,-0.0313301
-4.5767808,-0.0279121
-4.576689,-0.0249824
-4.5765972,-0.0308418
-4.5765054,-0.0269355
-4.5764136,-0.0254707
-4.5763218,-0.0318184
-4.57623,-0.0161934
-4.5761382,-0.0113105
-4.5760464,-0.00789258
-4.5759546,-0.00789258
-4.5758628,-0.00838086
-4.575771,-0.0113105
-4.5756792,0.000896484
-4.5755874,-8.00781e-05
-4.5754956,-0.00789258
-4.5754038,0.000896484
-4.575312,-0.00691602
-4.5752202,0.0199395
-4.5751284,0.00187305
-4.5750366,-0.0230293
-4.5749448,-0.00545117
-4.574853,-0.0161934
-4.5747612,-0.00935742
-4.5746694,-0.00154492
-4.5745776,-0.00447461
-4.5744858,-0.0108223
-4.574394,0.000408203
-4.5743022,-0.00398633
-4.5742104,-0.00789258
-4.5741186,-0.00642773
-4.5740268,0.00284961
-4.573935,-0.00642773
-4.5738432,-0.00886914
-4.5737514,-0.00838086
-4.5736596,0.027752
-4.5735678,-0.0171699
-4.573476,-0.00398633
-4.5733842,-0.00398633
-4.5732924,-0.0113105
-4.5732006,-0.00545117
-4.5731088,-0.010334
-4.573017,-0.00642773
-4.5729252,-0.00838086
-4.5728334,-0.00300977
-4.5727416,-0.00545117
-4.5726498,-0.00935742
-4.572558,-0.00789258
-4.5724662,-0.010334
-4.5723744,0.00480273
-4.5722826,-0.00154492
-4.5721908,-0.0196113
-4.572099,-0.000568359
-4.5720072,0.00333789
-4.5719154,-0.00105664
-4.5718236,-0.00886914
-4.5717318,0.00480273
-4.57164,-0.0020332
-4.5715482,-0.00642773
-4.5714564,-0.0074043
-4.5713646,-0.00349805
-4.5712728,-0.00349805
-4.571181,0.00382617
-4.5710892,0.00626758
-4.5709974,-0.0074043
-4.5709056,-0.010334
-4.5708138,-0.0166816
-4.570722,-0.0269355
-4.5706302,0.00333789
-4.5705384,-0.0020332
-4.5704466,-0.0020332
-4.5703548,0.0253105
-4.570263,0.00626758
-4.5701712,0.00724414
-4.5700794,0.00138477
-4.5699876,0.00626758
-4.5698958,0.00333789
-4.569804,0.000408203
-4.5697122,-0.0020332
-4.5696204,0.033123
-4.5695286,0.0116387
-4.5694368,-0.00935742
-4.569345,-8.00781e-05
-4.5692532,-0.00154492
-4.5691614,0.0101738
-4.5690696,0.00870898
-4.5689778,0.00724414
-4.568886,0.00138477
-4.5687942,0.00870898
-4.5687024,0.00968555
-4.5686106,0.00724414
-4.5685188,0.0057793
-4.568427,0.0160332
-4.5683352,-0.00447461
-4.5682434,0.0257988
-4.5681516,0.00187305
-4.5680598,0.0111504
-4.567968,0.00431445
-4.5678762,-0.0020332
-4.5677844,0.00626758
-4.5676926,0.0170098
-4.5676008,0.020916
-4.567509,0.0170098
-4.5674172,0.0101738
-4.5673254,0.0057793
-4.5672336,0.00284961
-4.5671418,0.0101738
-4.56705,0.0126152
-4.5669582,0.0199395
-4.5668664,0.0223809
-4.5667746,0.0370293
-4.5666828,0.0170098
-4.566591,0.0204277
-4.5664992,0.0380059
-4.5664074,0.0184746
-4.5663156,0.0218926
-4.5662238,0.017498
-4.566132,0.0233574
-4.5660402,0.0223809
-4.5659484,0.00431445
-4.5658566,0.00138477
-4.5657648,-0.00105664
-4.565673,-8.00781e-05
-4.5655812,-0.00252148
-4.5654894,0.00236133
-4.5653976,0.0150566
-4.5653058,0.0306816
-4.565214,-0.00935742
-4.5651222,-0.00398633
-4.5650304,-8.00781e-05
-4.5649386,0.00284961
-4.5648468,0.00284961
-4.564755,0.00333789
-4.5646632,-0.00252148
-4.5645714,0.000408203
-4.5644796,0.00675586
-4.5643878,0.000408203
-4.564296,0.00675586
-4.5642042,0.0101738
-4.5641124,-0.00349805
-4.5640206,0.0057793
-4.5639288,0.00480273
-4.563837,0.00675586
-4.5637452,0.00138477
-4.5636534,-0.0108223
-4.5635616,0.00382617
-4.5634698,0.0199395
-4.563378,0.0057793
-4.5632862,-0.0113105
-4.5631944,0.000408203
-4.5631026,0.00187305
-4.5630108,-0.00447461
-4.562919,0.00382617
-4.5628272,0.0126152
-4.5627354,-0.00300977
-4.5626436,0.00675586
-4.5625518,0.0155449
-4.56246,-8.00781e-05
-4.5623682,-0.0020332
-4.5622764,0.00529102
-4.5621846,-0.00398633
-4.5620928,-0.00447461
-4.562001,0.0150566
-4.5619092,0.00187305
-4.5618174,0.00382617
-4.5617256,0.0194512
-4.5616338,0.012127
-4.561542,0.00724414
-4.5614502,0.0155449
-4.5613584,0.000896484
-4.5612666,-0.00252148
-4.5611748,0.000408203
-4.561083,-0.010334
-4.5609912,0.00870898
-4.5608994,0.00138477
-4.5608076,-0.00252148
-4.5607158,0.0057793
-4.560624,-0.00300977
-4.5605322,0.00529102
-4.5604404,-0.010334
-4.5603486,-0.0020332
-4.5602568,-0.0074043
-4.560165,-0.0142402
-4.5600732,-0.0147285
-4.5599814,0.000408203
-4.5598896,-0.0113105
-4.5597978,-0.010334
-4.559706,-0.0098457
-4.5596142,-0.0147285
-4.5595224,-0.0171699
-4.5594306,-0.00838086
-4.5593388,-0.0127754
-4.559247,-0.0074043
-4.5591552,-0.0186348
-4.5590634,-0.00496289
-4.5589716,-0.0122871
-4.5588798,-0.0117988
-4.558788,-0.038166
-4.5586962,-0.0108223
-4.5586044,-0.0074043
-4.5585126,-0.0142402
-4.5584208,-0.0122871
-4.558329,-0.00447461
-4.5582372,-0.00935742
-4.5581454,-0.00252148
-4.5580536,-0.0122871
-4.5579618,-0.0147285
-4.55787,-0.0157051
-4.5577782,-0.010334
-4.5576864,-0.025959
-4.5575946,-0.0318184
-4.5575028,-0.0254707
-4.557411,-0.0401191
-4.5573192,-0.00886914
-4.5572274,-0.00398633
-4.5571356,-0.013752
-4.5570438,0.0116387
-4.556952,-0.0113105
-4.5568602,-0.0357246
-4.5567684,-0.0342598
-4.5566766,-0.0240059
-4.5565848,-0.0249824
-4.556493,-0.010334
-4.5564012,-0.00691602
-4.5563094,-0.0161934
-4.5562176,-0.0171699
-4.5561258,-0.0205879
-4.556034,-0.0161934
-4.5559422,-0.0186348
-4.5558504,0.00138477
-4.5557586,-0.00447461
-4.5556668,-0.0117988
-4.555575,-0.0020332
-4.5554832,-0.00838086
-4.5553914,-0.00838086
-4.5552996,-0.00105664
-4.5552078,-0.00642773
-4.555116,-0.0244941
-4.5550242,-0.00691602
-4.5549324,0.00284961
-4.5548406,-0.00252148
-4.5547488,-0.00545117
-4.554657,0.00187305
